المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,الجنسية,الجنس,LESS THAN 15,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80 ABOVE
العاصمة,ماركا,ماركا,النصر,النصر,الاميرالحسن,غير أردني,ذكر,22,247,"1,486","1,475",295,98,40,14,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,جبل النصر,أردني,أنثى,119,"1,907","1,761",453,114,39,19,8,2,0,0,6,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,جبل النصر,أردني,ذكر,15,286,"1,480","1,413",449,110,31,11,0,2,5,4,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,جبل النصر,غير أردني,أنثى,78,807,486,89,16,3,0,0,6,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,جبل النصر,غير أردني,ذكر,3,101,734,578,192,21,22,10,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المنارة,أردني,أنثى,178,"3,913","3,584",798,168,80,33,6,3,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المنارة,أردني,ذكر,60,548,"3,241","2,977",784,152,23,17,11,3,0,2,2,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المنارة,غير أردني,أنثى,64,917,531,138,45,4,14,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المنارة,غير أردني,ذكر,14,131,802,614,149,56,11,0,0,7,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الربوة,أردني,أنثى,183,"3,926","3,289",917,189,85,37,6,5,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الربوة,أردني,ذكر,23,408,"3,094","3,023",856,177,42,13,10,0,2,3,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الربوة,غير أردني,أنثى,118,"1,185",753,143,37,26,0,11,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الربوة,غير أردني,ذكر,7,176,"1,181",783,244,94,54,24,0,0,7,0,0,7,0
العاصمة,ماركا,ماركا,النصر,النصر,الاميرة عالية,أردني,أنثى,136,"3,777","3,091",752,167,67,19,4,2,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الاميرة عالية,أردني,ذكر,22,516,"2,900","2,858",793,164,41,10,6,3,2,1,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الاميرة عالية,غير أردني,أنثى,87,932,649,147,38,16,8,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الاميرة عالية,غير أردني,ذكر,4,182,783,803,187,47,15,0,0,16,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الصالحية,أردني,أنثى,43,860,750,181,44,19,4,0,0,3,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الصالحية,أردني,ذكر,9,129,691,601,203,40,4,3,4,5,1,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الصالحية,غير أردني,أنثى,25,338,215,29,13,0,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,الصالحية,غير أردني,ذكر,4,132,227,129,79,28,0,0,4,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المغيرات,أردني,أنثى,52,755,592,110,26,0,2,1,1,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المغيرات,أردني,ذكر,41,83,738,449,97,18,3,3,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المغيرات,غير أردني,أنثى,16,348,149,52,19,4,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,المغيرات,غير أردني,ذكر,7,60,299,136,37,26,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,وادي القطار,أردني,أنثى,6,568,326,53,8,12,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,وادي القطار,أردني,ذكر,3,115,490,238,58,8,4,0,1,1,0,1,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,وادي القطار,غير أردني,أنثى,0,70,61,11,0,0,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,النصر,النصر,وادي القطار,غير أردني,ذكر,0,53,116,48,7,7,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,القصور,أردني,أنثى,131,"2,108","1,880",478,124,52,22,6,1,1,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,القصور,أردني,ذكر,10,251,"1,508","1,587",549,137,35,16,3,1,1,3,1,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,القصور,غير أردني,أنثى,117,"1,363",675,226,55,18,7,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,القصور,غير أردني,ذكر,0,300,"1,299","1,315",455,56,7,25,9,0,9,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,جبل النزهة,أردني,أنثى,226,"3,987","3,389",873,228,102,46,10,2,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,جبل النزهة,أردني,ذكر,27,482,"2,871","2,834",953,224,44,20,8,1,3,2,1,1,0
العاصمة,ماركا,ماركا,بسمان,بسمان,جبل النزهة,غير أردني,أنثى,301,"2,288","1,533",267,90,31,4,10,7,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,جبل النزهة,غير أردني,ذكر,27,496,"2,289","2,122",751,230,18,18,13,0,0,4,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الشمالي,أردني,أنثى,344,"5,947","5,804","1,868",457,192,62,35,11,3,0,1,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الشمالي,أردني,ذكر,41,714,"4,068","5,159","2,020",458,117,34,17,7,9,8,3,0,1
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الشمالي,غير أردني,أنثى,406,"3,707","2,600",817,216,98,31,8,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الشمالي,غير أردني,ذكر,12,643,"3,413","3,143","1,176",255,67,51,43,11,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الجرن,أردني,أنثى,272,"4,086","4,670","1,918",438,160,61,20,5,2,1,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الجرن,أردني,ذكر,62,351,"2,717","4,173","1,914",461,108,44,11,10,3,1,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الجرن,غير أردني,أنثى,126,"1,762","1,263",513,99,27,10,0,12,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الجرن,غير أردني,ذكر,8,338,"2,027","2,681",814,254,52,16,7,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,أردني,أنثى,70,"1,409","1,976",823,163,63,19,7,2,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,أردني,ذكر,4,89,956,"1,840",767,157,59,17,4,0,1,2,1,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,غير أردني,أنثى,42,651,423,215,37,4,0,0,7,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الرواق,غير أردني,ذكر,0,46,416,623,272,51,15,3,12,0,0,0,0,4,0
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,أردني,أنثى,165,"3,114","3,712","1,288",261,108,37,14,0,2,2,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,أردني,ذكر,27,292,"2,203","3,326","1,321",280,49,22,7,7,8,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,غير أردني,أنثى,180,"1,533","1,147",441,103,31,4,7,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,رغدان,غير أردني,ذكر,8,233,"1,129","1,297",481,79,51,2,31,7,7,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,أردني,أنثى,94,785,930,287,80,36,7,8,2,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,أردني,ذكر,11,132,677,730,295,87,7,5,2,1,2,0,0,1,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,غير أردني,أنثى,26,245,140,69,35,7,0,0,0,0,0,0,0,0,0
العاصمة,ماركا,ماركا,بسمان,بسمان,الهاشمي الجنوبي,غير أردني,ذكر,12,23,239,116,27,9,21,4,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,أردني,أنثى,142,"1,863","1,722",461,73,40,17,6,0,1,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,أردني,ذكر,43,231,"1,592","1,435",439,77,36,7,4,3,5,3,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,غير أردني,أنثى,55,696,728,141,35,17,11,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,القويسمة,غير أردني,ذكر,4,107,910,687,184,23,17,18,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,أردني,أنثى,88,"1,408","1,379",331,79,22,13,6,3,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,أردني,ذكر,6,190,"1,253","1,124",329,51,12,9,3,1,3,6,0,1,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,غير أردني,أنثى,116,"1,287",637,191,20,12,3,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو علندا,غير أردني,ذكر,29,216,"1,217","1,072",329,53,28,8,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,أردني,أنثى,209,"3,589","2,770",633,150,75,23,11,0,0,1,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,أردني,ذكر,11,548,"2,904","2,388",602,131,26,11,4,5,4,3,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,غير أردني,أنثى,115,"1,655",906,292,42,22,7,3,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,النهارية,غير أردني,ذكر,32,718,"2,294","1,693",797,98,32,23,7,0,0,0,7,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,أردني,أنثى,103,"2,136","1,958",434,69,24,6,3,4,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,أردني,ذكر,19,259,"1,788","1,725",413,74,16,8,3,1,1,1,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,غير أردني,أنثى,30,540,389,107,33,7,0,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المعادي,غير أردني,ذكر,0,99,623,470,120,37,16,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,أردني,أنثى,66,"1,034","1,145",211,52,14,6,3,1,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,أردني,ذكر,18,145,899,847,230,47,16,5,1,0,0,0,1,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,غير أردني,أنثى,22,325,264,29,38,6,0,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الجويدة,غير أردني,ذكر,33,151,333,316,173,30,22,0,0,7,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,أردني,أنثى,63,887,"1,010",274,69,23,15,2,2,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,أردني,ذكر,5,68,758,859,295,50,16,8,2,1,1,0,0,1,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,غير أردني,أنثى,23,170,149,30,26,7,0,4,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,حطين,غير أردني,ذكر,7,34,198,167,51,0,4,7,0,5,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,أردني,أنثى,44,676,523,120,30,11,6,2,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,أردني,ذكر,15,185,495,424,137,22,3,1,0,2,0,0,1,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,غير أردني,أنثى,28,275,204,49,8,0,0,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,الرجيب,غير أردني,ذكر,0,216,532,595,166,36,7,4,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,أردني,أنثى,43,"1,245","1,178",205,23,9,5,2,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,أردني,ذكر,11,190,"1,223",958,219,31,1,0,1,0,1,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,غير أردني,أنثى,15,235,127,33,6,0,0,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,العروبة,غير أردني,ذكر,0,79,170,143,30,6,8,0,7,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,أردني,أنثى,27,"1,318","1,212",260,35,10,3,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,أردني,ذكر,5,328,"1,387",578,130,28,8,1,1,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,غير أردني,أنثى,14,236,157,27,11,0,0,4,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ابو صوانة,غير أردني,ذكر,0,46,199,78,40,3,9,8,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,أردني,أنثى,2,34,50,7,3,2,1,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,أردني,ذكر,0,4,19,34,8,5,1,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,غير أردني,أنثى,0,107,126,47,7,0,0,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,المغبة الشرقي,غير أردني,ذكر,7,34,408,346,76,7,0,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,أردني,أنثى,201,"3,544","2,928",671,158,49,13,8,1,2,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,أردني,ذكر,11,394,"2,683","2,792",705,167,29,13,1,3,0,2,1,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,غير أردني,أنثى,86,965,479,146,49,0,17,0,0,0,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام نوارة,غير أردني,ذكر,0,112,806,890,314,44,16,0,7,7,0,0,0,0,0
العاصمة,القويسمة,القويسمة,القويسمة والجويدة وابو علندا والرجيب,القويسمة وابو علندا,ام الحيران,أردني,أنثى,83,"1,186",863,279,71,21,13,8,4,0,0,0,0,0,0
