المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,الجنسية,الجنس,LESS THAN 15,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80 ABOVE
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,أردني,أنثى,11,99,128,36,4,1,1,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,أردني,ذكر,0,10,92,96,45,7,1,1,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,غير أردني,أنثى,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,غير أردني,ذكر,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,أردني,أنثى,11,360,731,286,50,15,5,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,أردني,ذكر,6,30,302,587,292,67,10,0,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,غير أردني,أنثى,25,340,261,50,20,7,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,غير أردني,ذكر,0,47,238,255,80,37,3,4,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,أردني,أنثى,11,95,174,65,12,4,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,أردني,ذكر,0,7,100,130,61,9,2,0,0,2,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,غير أردني,أنثى,4,22,18,10,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,غير أردني,ذكر,0,16,37,28,17,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,أردني,أنثى,4,135,301,149,26,7,1,1,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,أردني,ذكر,0,9,107,294,135,33,3,4,0,0,1,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,غير أردني,أنثى,8,64,58,19,7,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,غير أردني,ذكر,0,20,59,101,10,0,7,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,أردني,أنثى,8,106,76,25,5,5,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,أردني,ذكر,0,16,66,97,17,8,2,0,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,غير أردني,أنثى,0,3,17,0,7,7,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,غير أردني,ذكر,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,أردني,أنثى,25,217,604,281,44,20,8,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,أردني,ذكر,0,6,210,524,256,38,11,3,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,غير أردني,أنثى,47,124,150,75,16,7,2,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,غير أردني,ذكر,0,10,123,150,71,15,7,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,أردني,أنثى,4,101,137,66,8,3,1,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,أردني,ذكر,0,9,60,140,57,11,5,1,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,غير أردني,أنثى,4,26,16,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,غير أردني,ذكر,0,9,54,20,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,أردني,أنثى,1,107,131,52,8,2,0,1,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,أردني,ذكر,1,9,85,122,54,15,5,1,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,غير أردني,أنثى,2,12,18,12,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,غير أردني,ذكر,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الشرقي,أردني,أنثى,0,18,10,9,2,1,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الشرقي,أردني,ذكر,0,5,8,13,9,1,0,2,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,أردني,أنثى,23,568,908,366,59,17,6,4,0,1,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,أردني,ذكر,1,42,399,789,380,80,13,4,1,1,1,1,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,غير أردني,أنثى,17,124,147,69,13,8,2,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,غير أردني,ذكر,0,42,138,148,83,0,0,0,0,0,2,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام شطيرات,أردني,أنثى,0,8,2,1,2,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام شطيرات,أردني,ذكر,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام شطيرات,غير أردني,ذكر,0,0,36,36,9,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,غير مسمى,أردني,أنثى,0,15,23,11,2,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,غير مسمى,أردني,ذكر,0,0,15,17,14,0,1,0,2,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,أردني,أنثى,89,"1,394","2,848","1,483",299,92,40,16,9,2,1,3,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,أردني,ذكر,4,92,912,"2,274","1,283",380,97,17,8,3,2,2,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,غير أردني,أنثى,167,"1,487","2,542","1,126",299,83,31,16,3,0,0,6,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,غير أردني,ذكر,11,276,"1,719","2,788","1,132",229,86,40,12,10,3,0,2,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,أردني,أنثى,21,362,946,478,97,26,13,2,6,2,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,أردني,ذكر,2,20,429,650,358,97,30,13,4,1,1,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,غير أردني,أنثى,48,593,"1,208",524,110,21,14,2,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,غير أردني,ذكر,20,82,"1,123","1,197",478,107,27,5,0,10,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,أردني,أنثى,52,969,"1,571",886,143,57,25,12,2,2,0,0,2,0,1
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,أردني,ذكر,4,93,738,"1,244",692,202,55,15,3,2,1,1,0,0,1
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,غير أردني,أنثى,62,794,952,352,110,43,0,10,0,6,2,0,0,0,7
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,غير أردني,ذكر,22,90,666,"1,109",597,89,27,29,0,0,0,0,0,0,7
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,أردني,أنثى,74,"1,082","1,573",685,178,50,27,9,1,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,أردني,ذكر,2,70,734,"1,359",680,171,52,14,5,4,3,2,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,غير أردني,أنثى,115,"1,181",707,378,98,35,12,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الرونق,غير أردني,ذكر,0,126,889,"1,485",603,158,33,10,2,0,0,7,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,أردني,أنثى,174,"2,097","2,394",776,158,75,17,15,2,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,أردني,ذكر,20,293,"1,710","2,052",699,175,30,21,9,2,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,غير أردني,أنثى,95,"1,715","1,262",440,39,12,13,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,وادي السير,غير أردني,ذكر,14,435,"1,983","2,157",592,90,25,2,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,أردني,أنثى,14,401,397,133,35,4,2,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,أردني,ذكر,2,139,359,269,75,15,3,0,1,0,0,2,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,غير أردني,أنثى,19,233,258,55,3,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصناعة,غير أردني,ذكر,0,80,440,529,310,22,0,4,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,أردني,أنثى,40,315,771,453,99,23,3,0,1,2,1,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,أردني,ذكر,1,15,237,618,418,111,27,4,2,1,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,غير أردني,أنثى,45,444,818,384,89,10,25,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,السهل,غير أردني,ذكر,0,78,543,"1,172",421,99,37,5,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,أردني,أنثى,12,331,722,364,90,23,8,2,2,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,أردني,ذكر,0,16,220,551,341,95,26,10,1,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,غير أردني,أنثى,43,736,"1,260",506,135,34,8,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الديار,غير أردني,ذكر,14,115,985,"1,416",617,142,39,10,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,أردني,أنثى,5,76,102,42,7,2,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,أردني,ذكر,0,9,81,85,34,12,1,0,1,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,غير أردني,أنثى,2,22,60,6,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الظهير,غير أردني,ذكر,6,3,44,19,18,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,أردني,أنثى,2,44,58,15,7,1,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,أردني,ذكر,0,2,41,36,15,3,1,0,0,1,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,غير أردني,أنثى,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الدمينة,غير أردني,ذكر,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,أردني,أنثى,34,641,"1,079",576,96,29,13,4,3,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,أردني,ذكر,2,47,557,952,444,129,40,7,2,5,0,2,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,غير أردني,أنثى,59,543,365,107,31,7,2,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الكرسي,غير أردني,ذكر,0,77,510,459,192,24,27,4,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,أردني,أنثى,20,260,427,285,60,19,8,2,0,3,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,أردني,ذكر,2,21,163,359,237,64,23,6,0,1,2,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,غير أردني,أنثى,42,388,648,270,69,23,15,2,2,5,0,3,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,ام اذينة الغربي,غير أردني,ذكر,0,64,428,703,307,89,17,5,5,2,0,0,3,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,أردني,أنثى,12,257,361,128,23,6,3,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,أردني,ذكر,0,41,248,303,112,21,5,0,0,0,0,1,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,غير أردني,أنثى,11,46,19,12,5,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصنوبر,غير أردني,ذكر,0,0,32,87,7,8,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,أردني,أنثى,13,214,317,88,20,7,4,0,3,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,أردني,ذكر,2,47,243,189,99,13,2,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,غير أردني,أنثى,0,15,6,6,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الرباحية,غير أردني,ذكر,0,4,20,27,3,2,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,أردني,أنثى,16,143,249,112,26,10,2,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,أردني,ذكر,2,24,150,205,109,17,4,4,2,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,غير أردني,أنثى,18,40,51,27,5,0,3,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,ام الاسود,غير أردني,ذكر,3,12,59,95,16,2,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,أردني,أنثى,21,303,283,169,36,14,5,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,أردني,ذكر,1,54,219,333,95,31,4,4,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,غير أردني,أنثى,0,45,24,4,0,4,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,بلال,غير أردني,ذكر,0,8,43,19,4,0,0,0,6,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الغروس,أردني,أنثى,6,205,401,89,33,5,4,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الغروس,أردني,ذكر,1,21,223,275,119,14,3,3,0,0,2,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الغروس,غير أردني,أنثى,4,29,0,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,الغروس,غير أردني,ذكر,0,4,74,52,14,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,أردني,أنثى,1,77,126,42,4,0,0,0,2,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,أردني,ذكر,3,12,109,89,28,3,2,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,غير أردني,أنثى,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,السويسة,غير أردني,ذكر,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,أردني,أنثى,1,130,199,62,16,8,4,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,أردني,ذكر,0,15,107,148,68,20,6,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,غير أردني,أنثى,0,15,26,7,0,3,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,بدر الجديدة,بدر الجديدة,زبدة,غير أردني,ذكر,0,8,24,27,11,4,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,أردني,أنثى,17,259,489,155,47,17,0,2,2,2,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,أردني,ذكر,0,12,286,332,184,30,4,2,3,2,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,غير أردني,أنثى,25,213,232,60,20,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الاول,غير أردني,ذكر,0,37,221,267,106,9,3,0,0,4,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,أردني,أنثى,28,334,481,234,48,10,5,1,0,0,2,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,أردني,ذكر,0,26,267,417,213,59,9,4,2,3,1,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,غير أردني,أنثى,29,276,45,61,20,0,0,2,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثاني,غير أردني,ذكر,3,31,205,209,71,25,14,0,0,3,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,أردني,أنثى,37,488,470,160,39,24,2,5,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,أردني,ذكر,1,82,418,385,167,54,12,4,1,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,غير أردني,أنثى,8,87,69,16,6,0,7,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثالث,غير أردني,ذكر,0,38,65,47,8,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,أردني,أنثى,23,318,740,338,56,36,4,6,4,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,أردني,ذكر,2,27,321,572,297,74,18,7,4,0,0,0,1,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,غير أردني,أنثى,8,159,217,71,24,14,4,0,0,7,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الرابع,غير أردني,ذكر,0,41,236,400,73,8,5,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,أردني,أنثى,32,524,801,335,80,24,5,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,أردني,ذكر,2,45,392,728,281,86,23,9,2,0,1,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,غير أردني,أنثى,38,370,231,88,7,3,0,0,3,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الخامس,غير أردني,ذكر,0,27,303,410,118,17,7,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,أردني,أنثى,50,620,948,377,103,20,15,1,2,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,أردني,ذكر,5,40,467,799,392,96,27,4,7,0,3,0,1,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,غير أردني,أنثى,142,630,387,129,27,10,3,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السادس,غير أردني,ذكر,14,54,711,599,235,48,11,0,3,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,أردني,أنثى,30,577,"1,200",664,103,33,13,6,8,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,أردني,ذكر,2,29,453,"1,039",604,156,27,7,1,0,1,1,2,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,غير أردني,أنثى,44,279,335,140,20,4,4,0,3,0,3,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,السابع,غير أردني,ذكر,0,97,353,431,186,55,18,10,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,أردني,أنثى,26,446,749,338,69,26,5,3,0,1,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,أردني,ذكر,2,20,311,644,317,103,22,11,2,6,0,0,1,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,غير أردني,أنثى,54,338,278,89,31,3,2,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,مرج الحمام,مرج الحمام,الثامن,غير أردني,ذكر,0,31,325,521,130,23,6,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,أردني,أنثى,11,640,743,169,36,8,9,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,أردني,ذكر,4,82,669,459,153,26,9,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,غير أردني,أنثى,0,47,37,3,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البصة,البصة,البصة,غير أردني,ذكر,0,19,112,55,35,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,أردني,أنثى,48,393,230,52,19,13,5,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,أردني,ذكر,16,96,248,230,51,18,3,1,0,2,2,0,0,0,0
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,غير أردني,أنثى,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,عراق الامير,عراق الامير,عراق الامير,غير أردني,ذكر,0,24,16,10,9,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ابو السوس,ابو السوس,ابو السوس,أردني,أنثى,2,15,79,30,5,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ابو السوس,ابو السوس,ابو السوس,أردني,ذكر,0,3,33,58,23,2,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ابو السوس,ابو السوس,ابو السوس,غير أردني,أنثى,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,أردني,أنثى,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,أردني,ذكر,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,غير أردني,أنثى,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,البحاث,البحاث,البحاث,غير أردني,ذكر,8,27,34,17,7,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,أردني,أنثى,17,186,109,20,5,4,3,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,أردني,ذكر,11,35,143,84,23,3,1,3,0,0,1,0,0,0,0
العاصمة,وادي السير,وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,غير أردني,أنثى,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الالمانية والقصبات,الالمانية والقصبات,الالمانية والقصبات,غير أردني,ذكر,0,18,6,21,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,أردني,أنثى,0,88,72,45,7,4,2,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,أردني,ذكر,0,12,75,71,34,7,4,1,0,0,0,3,0,0,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,غير أردني,أنثى,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الرجاحة,الرجاحة,الرجاحة,غير أردني,ذكر,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الثغرة,الثغرة,الثغرة,أردني,أنثى,0,4,9,1,2,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الثغرة,الثغرة,الثغرة,أردني,ذكر,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0
