"","GOV_CODE","GOV_NAME_AR","LUAA_CODE","LUAA_NAME_AR","DISTRICT_CODE","DISTRICT_NAME_AR","COLLECTION_CODE","COLLECTION_NAME_AR","AREA_CODE","AREA_NAME_AR","QUERTER_CODE","QUERTER_NAME_AR","MALE_JORD","FEMALE_JORD","PER_JORD","FAM_JORD","متوسط حجم الاسرة يحسب كما يلي","MALE_OTH","FEMALE_OTH","PER_OTH","FAM_OTH","MALE_SYR","FEMALE_SYR","PER_SYR","FAM_SYR","MALE_PLST","FEMALE_PLST","PER_PLST","FAM_PLST","MALE_EGPT","FEMALE_EGPT","PER_EGPT","FAM_EGPT","MALE_IRQ","FEMALE_IRQ","PER_IRQ","FAM_IRQ","MALE_EMN","FEMALE_EMN","PER_EMN","FAM_EMN","MALE_LYP","FEMALE_LYP","PER_LYP","FAM_LYP","TOT"
"181","11","العاصمة","1101","قصبة عمان","11011","عمان","11011111","العبدلي","1101111109","العبدلي","110111110902","جبل الحسين",22446,22302,44748,10553,NA,717,1303,2020,426,7155,7266,14421,3013,5635,4228,9863,1635,4913,1793,6706,1025,2274,2301,4575,1122,638,551,1189,249,673,472,1145,145,84667
"182","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111104","المعادي",10693,10505,21198,4590,NA,15,59,74,19,1237,1209,2446,496,1547,980,2527,432,377,226,603,100,29,41,70,15,3,0,3,0,0,0,0,0,26921
"183","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111114","حي جديد",7993,7189,15182,3135,NA,31,19,50,18,624,592,1216,237,546,371,917,142,1266,71,1337,90,8,3,11,2,9,0,9,0,0,0,0,0,18722
"184","11","العاصمة","1104","الجامعة","11041","الجامعة","11041014","اسكان ابو نصير","1104101420","ابو نصير","110410142005","الفاروق",3924,3961,7885,1848,NA,217,286,503,97,943,1148,2091,381,280,217,497,97,505,54,559,113,117,101,218,45,39,30,69,21,6,6,12,5,11834
"185","11","العاصمة","1104","الجامعة","11041","الجامعة","11041012","صويلح","1104101216","صويلح","110410121602","الرحمانية",4690,4605,9295,2167,NA,137,756,893,187,148,144,292,62,273,224,497,83,797,49,846,175,61,97,158,40,0,0,0,0,0,6,6,1,11987
"186","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121203","الايمان",3678,3551,7229,1440,NA,62,91,153,12,547,514,1061,184,602,518,1120,186,816,105,921,94,15,15,30,5,9,4,13,2,0,0,0,0,10527
"187","11","العاصمة","1104","الجامعة","11041","الجامعة","11041014","اسكان ابو نصير","1104101420","ابو نصير","110410142004","المحبه",2287,2273,4560,1151,NA,91,104,195,45,1456,1349,2805,666,322,98,420,85,632,32,664,124,74,80,154,32,69,54,123,39,230,186,416,92,9337
"188","11","العاصمة","1109","ناعور","11092","ام البساتين","11092013","ام العساكر","1109201301","ام العساكر","110920130101","ام العساكر",775,753,1528,290,NA,5,21,26,8,0,0,0,0,0,0,0,0,62,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,1616
"189","11","العاصمة","1109","ناعور","11091","ناعور","11091020","سيل حسبان","1109102001","سيل حسبان","110910200101","سيل حسبان",783,813,1596,331,NA,2,0,2,0,40,24,64,20,0,7,7,0,161,14,175,38,2,0,2,2,0,0,0,0,0,0,0,0,1846
"190","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110117","الزعفران",931,927,1858,338,NA,0,2,2,0,0,10,10,2,0,0,0,0,58,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,1928
"191","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072020","رجم عقاب","1107202001","رجم عقاب","110720200101","رجم عقاب",306,274,580,104,NA,12,6,18,3,0,0,0,0,0,0,0,0,26,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,624
"192","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151915","الأمير حمزة",4392,4343,8735,1862,NA,138,297,435,71,119,171,290,70,252,196,448,73,386,47,433,93,11,8,19,8,0,0,0,0,0,12,12,1,10372
"193","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110112","الطنيب",653,543,1196,267,NA,50,39,89,24,124,92,216,51,7,0,7,2,231,25,256,64,17,0,17,2,18,0,18,4,0,0,0,0,1799
"194","11","العاصمة","1107","الجيزة","11071","الجيزة","11071053","حمام الشموط","1107105301","حمام الشموط","110710530101","حمام الشموط",801,829,1630,324,NA,8,4,12,4,212,196,408,73,14,21,35,2,417,22,439,45,0,0,0,0,3,0,3,0,0,0,0,0,2527
"195","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151907","طاب كراع",3330,3174,6504,1458,NA,68,265,333,56,853,956,1809,285,392,210,602,114,450,61,511,78,90,88,178,34,9,18,27,11,101,24,125,15,10089
"196","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110135","القناطر",135,142,277,54,NA,0,0,0,0,16,24,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
"197","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121208","التقوى",1022,983,2005,369,NA,35,28,63,9,277,191,468,78,203,168,371,53,649,188,837,133,2,2,4,2,2,0,2,2,0,0,0,0,3750
"198","11","العاصمة","1109","ناعور","11093","حسبان","11093015","منشية حسبان","1109301501","منشية حسبان","110930150101","منشية حسبان",1035,989,2024,412,NA,0,7,7,3,39,51,90,17,0,0,0,0,38,24,62,13,0,0,0,0,0,0,0,0,0,0,0,0,2183
"199","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110132","الصلاحيه(زباير الطوال)",609,635,1244,210,NA,8,3,11,5,0,4,4,0,147,91,238,34,71,0,71,9,0,0,0,0,0,0,0,0,0,0,0,0,1568
"200","11","العاصمة","1108","الموقر","11081","الموقر","11081022","الفالج(الرابية)","1108102201","الفالج(الرابية)","110810220101","الفالج(الرابية)",46,59,105,24,NA,0,0,0,0,12,12,24,4,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,138
"201","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121218","الربيع",16,24,40,8,NA,0,0,0,0,16,16,32,0,42,21,63,15,106,0,106,25,0,0,0,0,0,0,0,0,0,0,0,0,241
"202","11","العاصمة","1102","ماركا","11021","ماركا","11021013","طارق","1102101310","طارق","110210131001","طبربور",21494,21193,42687,9312,NA,464,1219,1683,344,2616,2702,5318,1073,2541,1771,4312,704,1616,591,2207,409,689,589,1278,308,51,33,84,26,435,343,778,146,58347
"203","11","العاصمة","1102","ماركا","11021","ماركا","11021111","ماركا","1102111103","ماركا","110211110304","المشيرفة",823,786,1609,360,NA,43,1,44,3,87,54,141,27,182,196,378,56,207,31,238,57,0,0,0,0,6,2,8,0,0,0,0,0,2418
"204","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111101","القويسمة",9928,9414,19342,4267,NA,42,189,231,44,1337,1335,2672,594,1239,1008,2247,327,2216,1392,3608,580,54,38,92,22,0,0,0,0,0,6,6,1,28198
"205","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111108","العروبة",6825,6132,12957,2733,NA,0,59,59,12,259,297,556,112,665,546,1211,187,121,74,195,37,0,0,0,0,6,9,15,3,12,18,30,5,15023
"206","11","العاصمة","1105","وادي السير","11051","وادي السير","11051015","عراق الامير","1105101501","عراق الامير","110510150101","عراق الامير",1927,1818,3745,737,NA,0,2,2,0,120,128,248,41,0,0,0,0,18,9,27,5,4,6,10,2,0,0,0,0,0,0,0,0,4032
"207","11","العاصمة","1101","قصبة عمان","11011","عمان","11011112","راس العين","1101111206","راس العين","110111120601","النظيف",12626,11800,24426,5434,NA,359,500,859,279,2328,2437,4765,922,2800,2240,5040,782,8123,1737,9860,1496,126,123,249,69,30,17,47,17,6,11,17,5,45263
"208","11","العاصمة","1105","وادي السير","11051","وادي السير","11051014","البصة","1105101401","البصة","110510140101","البصة",4132,3926,8058,1566,NA,11,17,28,5,199,143,342,65,21,7,28,5,185,9,194,45,3,0,3,2,0,0,0,0,0,0,0,0,8653
"209","11","العاصمة","1101","قصبة عمان","11011","عمان","11011115","اليرموك","1101111505","اليرموك","110111150503","جبل التاج",20487,19782,40269,8808,NA,354,468,822,253,3997,3944,7941,1605,3507,2541,6048,938,2953,1342,4295,636,127,105,232,68,39,12,51,6,0,6,6,5,59664
"210","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072017","الدامخي","1107201701","الدامخي","110720170101","الدامخي",777,758,1535,264,NA,0,0,0,0,32,20,52,8,0,0,0,0,64,0,64,0,0,0,0,0,15,0,15,8,0,0,0,0,1666
"211","11","العاصمة","1109","ناعور","11091","ناعور","11091016","المنصورة","1109101601","المنصورة","110910160101","المنصورة",1834,1890,3724,756,NA,5,20,25,9,24,28,52,8,0,7,7,1,77,32,109,20,0,0,0,0,0,0,0,0,0,0,0,0,3917
"212","11","العاصمة","1109","ناعور","11091","ناعور","11091011","ناعور","1109101101","ناعور","110910110101","ناعور",12999,12858,25857,5657,NA,196,454,650,109,1435,1422,2857,548,413,343,756,143,1681,430,2111,287,32,41,73,17,3,6,9,3,18,6,24,0,32337
"213","11","العاصمة","1102","ماركا","11021","ماركا","11021114","بسمان","1102111402","بسمان","110211140202","جبل النزهة",19830,19138,38968,8527,NA,185,339,524,131,4054,3927,7981,1628,6300,4956,11256,1853,4289,1324,5613,831,109,113,222,50,81,88,169,7,24,12,36,2,64769
"214","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110108","حواره",318,353,671,126,NA,3,8,11,2,72,64,136,29,0,7,7,0,287,86,373,61,0,0,0,0,3,0,3,2,0,0,0,0,1201
"215","11","العاصمة","1101","قصبة عمان","11011","عمان","11011114","زهران","1101111408","زهران","110111140802","عبدون الشمالي",7080,7418,14498,4024,NA,2730,4887,7617,1582,660,661,1321,320,217,294,511,109,4027,721,4748,889,1009,958,1967,565,196,156,352,52,384,244,628,118,31642
"216","11","العاصمة","1109","ناعور","11093","حسبان","11093014","العال","1109301401","العال","110930140101","العال",2356,2264,4620,1019,NA,3,15,18,2,108,64,172,34,0,7,7,0,807,237,1044,170,6,14,20,4,0,0,0,0,0,0,0,0,5881
"217","11","العاصمة","1109","ناعور","11092","ام البساتين","11092015","ام البرك","1109201501","ام البرك","110920150101","ام البرك",1467,1469,2936,598,NA,0,31,31,4,12,8,20,4,0,0,0,0,77,18,95,16,0,0,0,0,0,0,0,0,0,0,0,0,3082
"218","11","العاصمة","1102","ماركا","11021","ماركا","11021112","النصر","1102111204","النصر","110211120405","الاميرة عالية",19095,17728,36823,7829,NA,33,126,159,33,1890,1990,3880,845,2786,2079,4865,736,450,228,678,110,26,32,58,13,31,16,47,11,0,0,0,0,46510
"219","11","العاصمة","1105","وادي السير","11051","وادي السير","11051013","مرج الحمام","1105101301","مرج الحمام","110510130106","السادس",4551,4702,9253,2126,NA,92,221,313,80,1895,1919,3814,789,420,322,742,131,1147,356,1503,191,134,129,263,64,14,9,23,5,0,0,0,0,15911
"220","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121204","غمدان",2366,2231,4597,1041,NA,53,118,171,23,16,32,48,17,154,105,259,44,345,50,395,78,0,0,0,0,0,0,0,0,0,0,0,0,5470
"221","11","العاصمة","1109","ناعور","11092","ام البساتين","11092011","ام البساتين","1109201101","ام البساتين","110920110101","ام البساتين",3762,3459,7221,1449,NA,9,34,43,7,345,339,684,109,35,35,70,10,420,129,549,93,3,0,3,2,3,0,3,3,0,0,0,0,8573
"222","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072026","المصيطبة","1107202601","المصيطبة","110720260101","المصيطبة",347,389,736,136,NA,16,4,20,5,16,20,36,0,0,0,0,0,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,915
"223","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110115","الزيتونة",647,545,1192,264,NA,3,81,84,7,40,44,84,14,42,49,91,12,99,9,108,24,2,4,6,2,0,0,0,0,0,0,0,0,1565
"224","11","العاصمة","1108","الموقر","11081","الموقر","11081021","الحنيفية","1108102101","الحنيفية","110810210101","الحنيفية",147,134,281,55,NA,0,0,0,0,40,32,72,14,0,7,7,0,93,18,111,5,0,0,0,0,0,0,0,0,0,0,0,0,471
"225","11","العاصمة","1101","قصبة عمان","11011","عمان","11011113","المدينه","1101111301","المدينة","110111130103","جبل الجوفة",1583,1562,3145,736,NA,35,67,102,34,552,496,1048,228,182,224,406,55,442,53,495,99,29,8,37,17,12,0,12,3,0,0,0,0,5245
"226","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111801","الزيتونة",3437,3433,6870,1551,NA,215,197,412,130,323,301,624,126,406,175,581,119,676,108,784,145,185,138,323,71,18,18,36,6,36,18,54,5,9684
"227","11","العاصمة","1103","القويسمة","11031","القويسمة","11031011","القويسمة والجويدة وابو علندا والرجيب","1103101111","القويسمة وابو علندا","110310111112","ام الحيران",5590,5510,11100,2406,NA,27,55,82,17,1631,1467,3098,642,1883,1722,3605,546,2171,546,2717,343,83,59,142,39,6,6,12,3,6,0,6,2,20762
"228","11","العاصمة","1105","وادي السير","11051","وادي السير","11051013","مرج الحمام","1105101301","مرج الحمام","110510130107","السابع",5300,5450,10750,2636,NA,209,1089,1298,265,212,250,462,103,126,140,266,46,1368,171,1539,331,89,62,151,33,0,6,6,1,0,5,5,1,14477
"229","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151910","ام العروق",563,529,1092,210,NA,4,19,23,8,0,0,0,0,14,7,21,5,49,16,65,9,0,0,0,0,0,0,0,0,0,0,0,0,1201
"230","11","العاصمة","1109","ناعور","11093","حسبان","11093012","الروضة","1109301201","الروضة","110930120101","الروضة",4800,4598,9398,1969,NA,3,31,34,4,208,220,428,62,91,21,112,17,173,97,270,46,37,17,54,9,0,0,0,0,0,0,0,0,10296
"231","11","العاصمة","1104","الجامعة","11041","الجامعة","11041013","تلاع العلي وخلدا وام السماق","1104101317","تلاع العلي وخلدا وام السماق","110410131702","ام السماق",1998,1984,3982,977,NA,161,687,848,211,223,219,442,114,161,147,308,61,837,119,956,208,781,892,1673,409,147,206,353,73,84,36,120,21,8682
"232","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110133","مخيم الطالبية",5224,5134,10358,1981,NA,95,58,153,22,781,764,1545,299,1393,987,2380,335,1465,293,1758,245,6,11,17,4,39,9,48,13,18,0,18,0,16277
"233","11","العاصمة","1102","ماركا","11021","ماركا","11021013","طارق","1102101310","طارق","110210131004","ابو عليا",7183,7187,14370,3101,NA,26,179,205,56,945,980,1925,402,875,630,1505,254,520,178,698,120,113,127,240,47,21,23,44,5,18,12,30,10,19017
"234","11","العاصمة","1109","ناعور","11091","ناعور","11091013","المنشية وام القطين","1109101301","المنشية وام القطين","110910130101","المنشية وام القطين",1426,1444,2870,622,NA,31,34,65,14,76,92,168,32,0,0,0,0,87,32,119,16,12,8,20,0,0,0,0,0,0,0,0,0,3242
"235","11","العاصمة","1106","سحاب","11061","سحاب","11061011","سحاب","1106101102","أحد","110610110213","زملة العليا",45,54,99,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,16,21,37,7,0,0,0,0,0,0,0,0,0,0,0,0,136
"236","11","العاصمة","1102","ماركا","11021","ماركا","11021111","ماركا","1102111103","ماركا","110211110305","حي جديد",6440,6030,12470,2739,NA,21,26,47,12,191,267,458,112,763,637,1400,201,119,75,194,34,95,115,210,39,0,0,0,0,0,0,0,0,14779
"237","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151908","الموحدين",860,854,1714,333,NA,7,55,62,9,36,23,59,6,49,42,91,17,101,21,122,23,20,20,40,6,0,3,3,2,0,0,0,0,2091
"238","11","العاصمة","1108","الموقر","11081","الموقر","11081019","غزالة","1108101901","غزالة","110810190101","غزالة",246,190,436,78,NA,0,0,0,0,60,44,104,20,0,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
"239","11","العاصمة","1105","وادي السير","11051","وادي السير","11051026","الفحص","1105102601","الفحص","110510260101","الفحص",137,129,266,47,NA,0,0,0,0,20,8,28,8,0,0,0,0,41,0,41,11,0,0,0,0,6,0,6,5,0,0,0,0,341
"240","11","العاصمة","1108","الموقر","11082","رجم الشامي","11082013","الهاشمية","1108201301","الهاشمية","110820130101","الهاشمية",313,296,609,168,NA,4,5,9,2,64,68,132,30,0,7,7,1,30,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,787
"241","11","العاصمة","1101","قصبة عمان","11011","عمان","11011113","المدينه","1101111301","المدينة","110111130105","وادي السرور",314,270,584,128,NA,27,43,70,19,324,345,669,107,70,77,147,25,779,134,913,125,0,2,2,0,0,0,0,0,0,0,0,0,2385
"242","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121215","المجد",41,40,81,19,NA,0,0,0,0,12,12,24,5,21,14,35,7,69,0,69,11,0,0,0,0,0,0,0,0,0,0,0,0,209
"243","11","العاصمة","1101","قصبة عمان","11011","عمان","11011115","اليرموك","1101111505","اليرموك","110111150502","العودة",18567,17442,36009,8069,NA,87,165,252,75,2793,2414,5207,1070,10024,8232,18256,2737,5204,1595,6799,997,102,64,166,55,188,141,329,68,10,5,15,3,67033
"244","11","العاصمة","1105","وادي السير","11051","وادي السير","11051018","الالمانية والقصبات","1105101801","الالمانية والقصبات","110510180101","الالمانية والقصبات",986,873,1859,333,NA,0,0,0,0,9,24,33,6,0,0,0,0,51,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,1943
"245","11","العاصمة","1109","ناعور","11091","ناعور","11091015","ادبيان","1109101501","ادبيان","110910150101","ادبيان",800,743,1543,317,NA,0,2,2,0,70,52,122,28,35,14,49,10,207,16,223,60,0,0,0,0,0,0,0,0,0,0,0,0,1939
"246","11","العاصمة","1109","ناعور","11091","ناعور","11091014","تركي","1109101401","تركي","110910140101","تركي",1734,1765,3499,662,NA,2,2,4,2,80,88,168,36,49,21,70,11,70,0,70,7,10,12,22,4,0,0,0,0,0,0,0,0,3833
"247","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072015","سالية","1107201501","سالية","110720150101","سالية",608,580,1188,213,NA,0,0,0,0,0,0,0,0,14,7,21,4,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,1215
"248","11","العاصمة","1105","وادي السير","11051","وادي السير","11051011","وادي السير","1105101114","وادي السير","110510111410","الدمينة",286,251,537,120,NA,0,6,6,2,0,4,4,1,0,7,7,0,78,0,78,20,0,0,0,0,0,0,0,0,0,0,0,0,632
"249","11","العاصمة","1104","الجامعة","11041","الجامعة","11041014","اسكان ابو نصير","1104101420","ابو نصير","110410142006","الضياء",1543,1430,2973,684,NA,39,95,134,27,91,85,176,44,84,91,175,37,302,0,302,76,15,26,41,8,9,3,12,3,12,0,12,4,3825
"250","11","العاصمة","1108","الموقر","11081","الموقر","11081015","الذهيبة الشرقية","1108101501","الذهيبة الشرقية","110810150101","الذهيبة الشرقية",2582,2402,4984,1029,NA,184,17,201,15,244,199,443,88,28,63,91,13,71,48,119,15,3,6,9,0,3,0,3,2,0,0,0,0,5850
"251","11","العاصمة","1102","ماركا","11021","ماركا","11021112","النصر","1102111204","النصر","110211120407","المغيرات",3902,3622,7524,1473,NA,0,4,4,0,686,733,1419,249,966,721,1687,241,44,45,89,12,0,0,0,0,0,0,0,0,0,0,0,0,10723
"252","11","العاصمة","1105","وادي السير","11051","وادي السير","11051025","ام نجاصة","1105102501","ام نجاصة","110510250101","ام نجاصة",263,300,563,118,NA,10,5,15,4,32,36,68,14,0,7,7,1,107,0,107,27,6,2,8,2,0,0,0,0,0,0,0,0,768
"253","11","العاصمة","1102","ماركا","11021","ماركا","11021114","بسمان","1102111402","بسمان","110211140207","الهاشمي الجنوبي",5110,5082,10192,2279,NA,37,74,111,25,668,540,1208,259,133,203,336,42,333,211,544,58,21,32,53,7,0,0,0,0,6,6,12,4,12456
"254","11","العاصمة","1103","القويسمة","11031","القويسمة","11031012","خريبة السوق وجاوا واليادودة","1103101212","خريبة السوق وجاوة","110310121210","جاوا الشمالي",6263,6135,12398,2508,NA,2,58,60,11,759,794,1553,285,1792,1386,3178,490,786,181,967,156,15,11,26,8,0,0,0,0,0,0,0,0,18182
"255","11","العاصمة","1105","وادي السير","11051","وادي السير","11051023","الطبقة","1105102301","الطبقة","110510230101","الطبقة",498,486,984,207,NA,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986
"256","11","العاصمة","1101","قصبة عمان","11011","عمان","11011116","بدر","1101111607","بدر","110111160703","الحمرانية",3680,3585,7265,1459,NA,124,117,241,20,424,422,846,149,560,336,896,154,403,38,441,61,10,20,30,8,105,18,123,6,36,24,60,5,9902
"257","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111805","الرشيد",11654,11933,23587,5735,NA,1903,2657,4560,874,2564,2394,4958,1027,1218,938,2156,378,2987,721,3708,682,2016,1987,4003,1001,376,379,755,150,374,310,684,116,44411
"258","11","العاصمة","1106","سحاب","11061","سحاب","11061011","سحاب","1106101101","سحاب","110610110101","الاول",9921,9522,19443,3989,NA,399,310,709,191,4166,4140,8306,1611,1169,994,2163,313,5760,2060,7820,849,69,41,110,28,474,42,516,57,0,6,6,0,39073
"259","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111807","الجامعة",7416,7501,14917,3820,NA,1255,1942,3197,654,1118,1180,2298,491,917,672,1589,292,2566,728,3294,545,619,615,1234,336,538,510,1048,194,201,196,397,76,27974
"260","11","العاصمة","1103","القويسمة","11031","القويسمة","11031013","ام قصير والمقابلين","1103101313","ام قصير والمقابلين والبنيات","110310131303","الحسنية",5254,4862,10116,2108,NA,67,77,144,29,419,420,839,183,567,539,1106,148,1613,449,2062,251,57,42,99,21,9,0,9,2,0,0,0,0,14375
"261","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110123","ام رمانه",611,603,1214,252,NA,25,17,42,5,111,112,223,46,0,14,14,1,424,77,501,76,0,0,0,0,0,0,0,0,0,0,0,0,1994
"262","11","العاصمة","1104","الجامعة","11041","الجامعة","11041011","الجبيهة","1104101118","الجبيهة","110410111810","الريان",6036,5898,11934,2843,NA,755,758,1513,399,1532,1407,2939,610,812,679,1491,281,1842,308,2150,450,479,414,893,229,257,292,549,93,217,180,397,92,21866
"263","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110111","جلول",423,411,834,164,NA,3,17,20,5,60,60,120,28,0,0,0,0,586,71,657,109,0,0,0,0,0,0,0,0,0,0,0,0,1631
"264","11","العاصمة","1105","وادي السير","11051","وادي السير","11051011","وادي السير","1105101114","وادي السير","110510111406","الصناعة",2311,2113,4424,986,NA,8,54,62,11,818,793,1611,314,7,7,14,1,2200,461,2661,362,8,4,12,6,0,0,0,0,0,0,0,0,8784
"265","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110106","منجا",893,880,1773,368,NA,147,137,284,47,112,116,228,32,14,14,28,5,575,106,681,83,0,0,0,0,9,0,9,3,0,0,0,0,3003
"266","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110102","ام العمد",522,458,980,212,NA,37,59,96,20,299,284,583,109,175,147,322,53,2184,750,2934,471,0,0,0,0,3,0,3,2,0,0,0,0,4918
"267","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072013","الرميل","1107201301","الرميل","110720130101","الرميل",363,426,789,157,NA,0,2,2,0,12,12,24,4,0,0,0,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,823
"268","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110103","نتل",626,628,1254,247,NA,6,8,14,4,28,32,60,10,0,0,0,0,104,43,147,25,0,0,0,0,0,0,0,0,0,0,0,0,1475
"269","11","العاصمة","1102","ماركا","11021","ماركا","11021013","طارق","1102101310","طارق","110210131007","عين غزال",2407,2222,4629,927,NA,0,12,12,2,131,168,299,64,294,168,462,97,36,9,45,11,12,21,33,4,0,0,0,0,0,0,0,0,5480
"270","11","العاصمة","1108","الموقر","11081","الموقر","11081023","الزميلات","1108102301","الزميلات","110810230101","الزميلات",629,638,1267,242,NA,75,0,75,1,52,48,100,8,0,0,0,0,608,0,608,5,0,0,0,0,15,6,21,1,0,0,0,0,2071
"271","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151912","عيون الذيب",770,824,1594,307,NA,0,17,17,4,34,37,71,15,21,35,56,5,126,0,126,21,0,0,0,0,3,0,3,0,0,0,0,0,1867
"272","11","العاصمة","1109","ناعور","11091","ناعور","11091025","العجاجرة","1109102501","العجاجرة","110910250101","العجاجرة",297,291,588,121,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588
"273","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110130","الباسلية",330,299,629,113,NA,16,22,38,4,12,12,24,3,0,0,0,0,14,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,705
"274","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072014","طور الحشاش","1107201401","طور الحشاش","110720140101","طور الحشاش",252,261,513,102,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
"275","11","العاصمة","1104","الجامعة","11041","الجامعة","11041015","شفا بدران","1104101519","شفا بدران","110410151909","القصبات",1420,1282,2702,653,NA,71,49,120,32,137,130,267,52,189,70,259,55,314,24,338,71,57,31,88,26,6,10,16,2,6,6,12,5,3802
"276","11","العاصمة","1107","الجيزة","11072","ام الرصاص","11072019","عليان","1107201901","عليان","110720190101","عليان",163,196,359,74,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
"277","11","العاصمة","1109","ناعور","11091","ناعور","11091021","العامرية","1109102101","العامرية","110910210101","العامرية",586,521,1107,247,NA,0,10,10,2,21,16,37,7,28,14,42,6,23,0,23,4,4,6,10,2,0,0,0,0,0,0,0,0,1229
"278","11","العاصمة","1107","الجيزة","11071","الجيزة","11071011","الجيزة","1107101101","الجيزة","110710110127","المشتى",75,64,139,23,NA,17,0,17,2,0,0,0,0,0,0,0,0,227,0,227,18,0,0,0,0,157,0,157,2,0,0,0,0,540
