"NHcode","neighborhood","neighbor_1","areas","govcode","districts","subdistricts",shapelength,shapearea,area_code,"area_name","quarter_code","quarter_name",JO_male,JO_female,JO_pers,JO_fam,JO_HHsize,Other_male,Other_female,Other_pers,Other_fam,SYR_male,SYR_female,SYR_pers,SYR_fam,PAL_male,PAL_female,PAL_pers,PAL_fam,EYG_male,EYG_female,EYG_pers,EYG_fam,IRQ_male,IRQ_female,IRQ_pers,IRQ_fam,EMN_male,EMN_female,EMN_pers,EMN_fam,LYP_male,LYP_female,LYP_pers,LYP_fam,total_population
"110610110103","الثالث","Al- Thaleth","سحاب","العاصمة","سحاب","سحاب",9855.65,4082080,1106101101,"سحاب","110610110103","الثالث",15156,14018,29174,5917,0,644,466,1110,225,7053,6533,13586,2726,2149,1589,3738,554,9738,2205,11943,1536,84,46,130,37,251,42,293,53,6,0,6,5,59980
"110610110212","العبدليه","Al- A'bdaleih","أحد","العاصمة","سحاب","سحاب",14568.7,8913970,1106101102,"أحد","110610110212","العبدليه",7501,7106,14607,2972,0,331,179,510,76,1072,1043,2115,368,1036,959,1995,283,1482,247,1729,113,16,27,43,9,0,0,0,0,0,0,0,0,20999
"110610110213","زملة العليا","Zamla Al-a'olya","أحد","العاصمة","سحاب","سحاب",22240.7,20348500,1106101102,"أحد","110610110213","زملة العليا",45,54,99,22,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,37,7,0,0,0,0,0,0,0,0,0,0,0,0,136
"110610110214","الخشافية الشمالية","Al-Khashafiah Ashamalia","أحد","العاصمة","سحاب","سحاب",10486.6,4959290,1106101102,"أحد","110610110214","الخشافية الشمالية",3959,3850,7809,1634,0,3,9,12,3,126,130,256,67,140,98,238,36,128,59,187,22,12,15,27,6,2,0,2,2,0,0,0,0,8531
"110610110215","الخشافية الجنوبية","Al-Khashafiah Ajanoubia","أحد","العاصمة","سحاب","سحاب",10914.1,5432800,1106101102,"أحد","110610110215","الخشافية الجنوبية",823,766,1589,377,0,0,0,0,0,44,48,92,22,0,0,0,0,34,18,52,10,0,0,0,0,0,0,0,0,0,0,0,0,1733
"110710110112","الطنيب","Al- Tnayb","الجيزة","العاصمة","الجيزة","الجيزة",22291.7,25359600,1107101101,"الجيزة","110710110112","الطنيب",653,543,1196,267,0,50,39,89,24,124,92,216,51,7,0,7,2,231,25,256,64,17,0,17,2,18,0,18,4,0,0,0,0,1799
"110710110113","المناره","Al- Manara","الجيزة","العاصمة","الجيزة","الجيزة",9474.53,3957130,1107101101,"الجيزة","110710110113","المنارة",217,238,455,88,0,0,4,4,1,0,0,0,0,0,0,0,0,16,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,475
"110710110114","الخضراء","Al- Khadra","الجيزة","العاصمة","الجيزة","الجيزة",13999.7,6738100,1107101101,"الجيزة","110710110114","الخضراء",341,334,675,138,0,38,31,69,13,245,157,402,63,0,0,0,0,870,242,1112,177,0,0,0,0,6,0,6,4,0,0,0,0,2264
"110710110124","القنيطره","Qunaitrah","الجيزة","العاصمة","الجيزة","الجيزة",55347.9,96858300,1107101101,"الجيزة","110710110124","القنيطره",396,388,784,145,0,0,2,2,1,41,15,56,6,7,0,7,0,290,0,290,37,0,0,0,0,3,0,3,0,0,0,0,0,1142
"110710110125","الناصرية","Al-Nasirayyah","الجيزة","العاصمة","الجيزة","الجيزة",7709.79,2349410,1107101101,"الجيزة","110710110125","الناصرية",366,362,728,131,0,0,2,2,1,34,23,57,7,0,0,0,0,42,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,829
"110710110126","الشهباء","Al-Shahbaa","الجيزة","العاصمة","الجيزة","الجيزة",10369.9,4790570,1107101101,"الجيزة","110710110126","الشهباء(زباير الوتيري)",140,124,264,51,0,0,0,0,0,36,44,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
"110710110127","المشتى","Al-Mushatta","الجيزة","العاصمة","الجيزة","الجيزة",26290.7,21083100,1107101101,"الجيزة","110710110127","المشتى",75,64,139,23,0,17,0,17,2,0,0,0,0,0,0,0,0,227,0,227,18,0,0,0,0,157,0,157,2,0,0,0,0,540
"110710110128","الغبية","Al- Ghabayah","الجيزة","العاصمة","الجيزة","الجيزة",8374.74,3471460,1107101101,"الجيزة","110710110128","الغبية",276,254,530,107,0,0,57,57,3,8,16,24,5,0,7,7,1,235,51,286,47,0,0,0,0,0,0,0,0,0,0,0,0,904
"110710110129","السيفية","Al-Sayfia ( Zabayer Kana'an)","الجيزة","العاصمة","الجيزة","الجيزة",17939.4,17107500,1107101101,"الجيزة","110710110129","السيفية(زباير كنيعان)",34,25,59,11,0,0,0,0,0,80,116,196,28,0,0,0,0,202,88,290,39,0,0,0,0,0,0,0,0,0,0,0,0,545
"110710110130","الباسلية","Al- Basilyya","الجيزة","العاصمة","الجيزة","الجيزة",24869.8,25070700,1107101101,"الجيزة","110710110130","الباسلية",330,299,629,113,0,16,22,38,4,12,12,24,3,0,0,0,0,14,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,705
"110710110131","الثمد","Al-tamd","الجيزة","العاصمة","الجيزة","الجيزة",15277.4,9610400,1107101101,"الجيزة","110710110131","الثمد",133,102,235,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
"110710110132","الصلاحيه","Slahayyah ( Zabayer Altwal)","الجيزة","العاصمة","الجيزة","الجيزة",12075.8,5578710,1107101101,"الجيزة","110710110132","الصلاحيه(زباير الطوال)",609,635,1244,210,0,8,3,11,5,0,4,4,0,147,91,238,34,71,0,71,9,0,0,0,0,0,0,0,0,0,0,0,0,1568
"110710110133","مخيم الطالبية","Mukhayyam Al- Talbiah","الجيزة","العاصمة","الجيزة","الجيزة",7492.54,2257130,1107101101,"الجيزة","110710110133","مخيم الطالبية",5224,5134,10358,1981,0,95,58,153,22,781,764,1545,299,1393,987,2380,335,1465,293,1758,245,6,11,17,4,39,9,48,13,18,0,18,0,16277
"110710110134","الخنان","Al- Khannan ( Alnadwah)","الجيزة","العاصمة","الجيزة","الجيزة",12423.4,5287560,1107101101,"الجيزة","110710110134","الخنان (الندوه)",24,15,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,55
"110710110135","القناطر","Al- qanater","الجيزة","العاصمة","الجيزة","الجيزة",9349.78,2716910,1107101101,"الجيزة","110710110135","القناطر",135,142,277,54,0,0,0,0,0,16,24,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
"110710110136","الهريج","Al- Hurayj","الجيزة","العاصمة","الجيزة","الجيزة",6930.11,2295460,1107101101,"الجيزة","110710110136","الهريج",117,95,212,48,0,0,0,0,0,28,12,40,10,0,0,0,0,130,0,130,32,0,0,0,0,0,0,0,0,0,0,0,0,382
"110710110115","الزيتونة","Al-Zaytouna","الجيزة","العاصمة","الجيزة","الجيزة",14225.9,6534430,1107101101,"الجيزة","110710110115","الزيتونة",647,545,1192,264,0,3,81,84,7,40,44,84,14,42,49,91,12,99,9,108,24,2,4,6,2,0,0,0,0,0,0,0,0,1565
"110710110116","ارينبه الشرقية","Aranba Al-Sharqia","الجيزة","العاصمة","الجيزة","الجيزة",15970.5,8867940,1107101101,"الجيزة","110710110116","ارينبة الشرقية",795,778,1573,289,0,3,9,12,3,0,4,4,0,7,7,14,5,137,27,164,32,0,0,0,0,0,0,0,0,0,0,0,0,1767
"110710110117","الزعفران","Al- Za'afaran","الجيزة","العاصمة","الجيزة","الجيزة",19268.8,11215900,1107101101,"الجيزة","110710110117","الزعفران",931,927,1858,338,0,0,2,2,0,0,10,10,2,0,0,0,0,58,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,1928
"110710110118","صوفه","Soufa","الجيزة","العاصمة","الجيزة","الجيزة",15038.7,8765880,1107101101,"الجيزة","110710110118","صوفة",199,192,391,71,0,0,2,2,0,32,44,76,12,0,0,0,0,145,0,145,28,0,0,0,0,0,0,0,0,0,0,0,0,614
"110710110119","زويزيا","Zowayzyya","الجيزة","العاصمة","الجيزة","الجيزة",18872.9,13127700,1107101101,"الجيزة","110710110119","زويزيا",222,199,421,93,0,8,0,8,6,4,0,4,2,0,0,0,0,195,0,195,47,0,0,0,0,3,0,3,2,0,0,0,0,631
"110710110120","ام قصير","Um Qsair","الجيزة","العاصمة","الجيزة","الجيزة",16856.1,14628200,1107101101,"الجيزة","110710110120","أم قصير",1831,1708,3539,639,0,85,10,95,0,16,8,24,4,21,49,70,2,209,33,242,8,0,0,0,0,0,0,0,0,0,0,0,0,3970
"110710110121","زينب","Zaynab","الجيزة","العاصمة","الجيزة","الجيزة",13619.8,6963730,1107101101,"الجيزة","110710110121","زينب",258,260,518,94,0,0,4,4,1,0,0,0,0,0,0,0,0,21,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,543
"110710110122","دليلة المطيرات","Al-Dilala(Dilala Almtayrat)","الجيزة","العاصمة","الجيزة","الجيزة",20873.4,16139800,1107101101,"الجيزة","110710110122","الدليله(دليلة المطيرات)",566,515,1081,204,0,0,0,0,0,12,8,20,6,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1110
"110710110123","ام رمانه","Um Rumanah","الجيزة","العاصمة","الجيزة","الجيزة",19911,15274300,1107101101,"الجيزة","110710110123","ام رمانه",611,603,1214,252,0,25,17,42,5,111,112,223,46,0,14,14,1,424,77,501,76,0,0,0,0,0,0,0,0,0,0,0,0,1994
"110710110101","الجيزة","Al- Jezah","الجيزة","العاصمة","الجيزة","الجيزة",35747.1,50277700,1107101101,"الجيزة","110710110101","الجيزة",2705,2257,4962,737,0,1439,771,2210,20,1175,1234,2409,393,609,252,861,53,6339,297,6636,727,126,60,186,3,663,192,855,18,60,6,66,0,18185
"110710110102","ام العمد","Um Al-A'mad","الجيزة","العاصمة","الجيزة","الجيزة",20938.1,15729300,1107101101,"الجيزة","110710110102","ام العمد",522,458,980,212,0,37,59,96,20,299,284,583,109,175,147,322,53,2184,750,2934,471,0,0,0,0,3,0,3,2,0,0,0,0,4918
"110710110103","نتل","Nitel","الجيزة","العاصمة","الجيزة","الجيزة",14233.8,11953300,1107101101,"الجيزة","110710110103","نتل",626,628,1254,247,0,6,8,14,4,28,32,60,10,0,0,0,0,104,43,147,25,0,0,0,0,0,0,0,0,0,0,0,0,1475
"110710110104","اللبن","AL-Llouban","الجيزة","العاصمة","الجيزة","الجيزة",21408.1,20031300,1107101101,"الجيزة","110710110104","اللبن",3127,2756,5883,1227,0,62,77,139,24,408,362,770,150,266,196,462,84,435,118,553,92,3,0,3,0,45,0,45,0,0,0,0,0,7855
"110710110105","القسطل","Al-Qastal","الجيزة","العاصمة","الجيزة","الجيزة",27730.6,31125100,1107101101,"الجيزة","110710110105","القسطل",1841,1818,3659,751,0,236,50,286,28,365,381,746,147,462,476,938,121,2288,476,2764,259,0,4,4,2,132,24,156,25,0,0,0,0,8553
"110710110106","منجا","Manja","الجيزة","العاصمة","الجيزة","الجيزة",13747.3,9589360,1107101101,"الجيزة","110710110106","منجا",893,880,1773,368,0,147,137,284,47,112,116,228,32,14,14,28,5,575,106,681,83,0,0,0,0,9,0,9,3,0,0,0,0,3003
"110710110107","ام الوليد","Um Al-Waleed","الجيزة","العاصمة","الجيزة","الجيزة",14936.6,11198300,1107101101,"الجيزة","110710110107","ام الوليد",1284,1155,2439,460,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,2473
"110710110108","حواره","Howwarah","الجيزة","العاصمة","الجيزة","الجيزة",14347,10153000,1107101101,"الجيزة","110710110108","حواره",318,353,671,126,0,3,8,11,2,72,64,136,29,0,7,7,0,287,86,373,61,0,0,0,0,3,0,3,2,0,0,0,0,1201
"110710110109","الهرى","Al- Hara","الجيزة","العاصمة","الجيزة","الجيزة",17253.4,6900940,1107101101,"الجيزة","110710110109","الهرى",9,11,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"110710110110","ارينبه الغربية","Aranba Al-Gharbia","الجيزة","العاصمة","الجيزة","الجيزة",23300.7,17547600,1107101101,"الجيزة","110710110110","ارينبة الغربية",1098,1000,2098,408,0,597,32,629,9,64,40,104,20,84,91,175,20,197,25,222,34,0,0,0,0,0,0,0,0,0,0,0,0,3228
"110710110111","جلول","Jlool","الجيزة","العاصمة","الجيزة","الجيزة",20658.1,17570900,1107101101,"الجيزة","110710110111","جلول",423,411,834,164,0,3,17,20,5,60,60,120,28,0,0,0,0,586,71,657,109,0,0,0,0,0,0,0,0,0,0,0,0,1631
"110810180101","الحاتمية","Hatmeia","الحاتمية","العاصمة","الموقر","الموقر",24722,18305900,1108101801,"الحاتمية","110810180101","الحاتمية",876,875,1751,331,0,45,6,51,2,48,32,80,14,0,0,0,0,779,24,803,16,0,0,0,0,39,0,39,0,0,0,0,0,2724
"110810190101","غزالة","Ghazaleh","غزالة","العاصمة","الموقر","الموقر",6462.57,2231910,1108101901,"غزالة","110810190101","غزالة",246,190,436,78,0,0,0,0,0,60,44,104,20,0,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
"110810200101","روضة الحسين النموذجية","Raudet Hussen Namuthajeh","روضة الحسين النموذجية","العاصمة","الموقر","الموقر",11514.9,7310750,1108102001,"روضة الحسين النموذجية","110810200101","روضة الحسين النموذجية",14,10,24,6,0,0,0,0,0,120,88,208,40,0,0,0,0,0,9,9,0,2,6,8,2,0,0,0,0,0,0,0,0,249
"110810210101","الحنيفية","Hunaifiyyeh","الحنيفية","العاصمة","الموقر","الموقر",35552.7,50100000,1108102101,"الحنيفية","110810210101","الحنيفية",147,134,281,55,0,0,0,0,0,40,32,72,14,0,7,7,0,93,18,111,5,0,0,0,0,0,0,0,0,0,0,0,0,471
"110810220101","الفالج(الرابية)","Falej (Rabyyeh)","الفالج(الرابية)","العاصمة","الموقر","الموقر",38415.8,72148100,1108102201,"الفالج(الرابية)","110810220101","الفالج(الرابية)",46,59,105,24,0,0,0,0,0,12,12,24,4,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,138
"110810230101","الزميلات","Zmailat","الزميلات","العاصمة","الموقر","الموقر",11830.4,7069350,1108102301,"الزميلات","110810230101","الزميلات",629,638,1267,242,0,75,0,75,1,52,48,100,8,0,0,0,0,608,0,608,5,0,0,0,0,15,6,21,1,0,0,0,0,2071
"110810240101","المطبة (المصطبه)","Matabah (Mastabah)","المطبة (المصطبه)","العاصمة","الموقر","الموقر",31534.8,42296800,1108102401,"المطبة (المصطبه)","110810240101","المطبة (المصطبه)",81,67,148,27,0,3,3,6,0,28,52,80,12,0,0,0,0,26,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,267
"110810250101","الجناب","Jnab","الجناب","العاصمة","الموقر","الموقر",81281.4,101294000,1108102501,"الجناب","110810250101","الجناب",85,70,155,29,0,226,0,226,0,72,56,128,24,7,7,14,3,747,0,747,5,0,0,0,0,102,0,102,0,0,0,0,0,1372
"110820110101","رجم الشامي الغربي","Rojom Shami Gharbi","رجم الشامي الغربي","العاصمة","الموقر","رجم الشامي",6431.29,1935000,1108201101,"رجم الشامي الغربي","110820110101","رجم الشامي الغربي",4205,4063,8268,1721,0,21,25,46,13,574,511,1085,211,245,224,469,84,365,222,587,89,28,25,53,11,18,6,24,11,0,0,0,0,10532
"110820120101","سالم","Salem","سالم","العاصمة","الموقر","رجم الشامي",14413.1,9307060,1108201201,"سالم","110820120101","سالم",4533,4090,8623,1631,0,15,24,39,9,1000,963,1963,339,679,637,1316,171,481,190,671,106,6,0,6,3,0,0,0,0,0,0,0,0,12618
"110820130101","الهاشمية","Hashemiyah","الهاشمية","العاصمة","الموقر","رجم الشامي",24330.5,20442500,1108201301,"الهاشمية","110820130101","الهاشمية",313,296,609,168,0,4,5,9,2,64,68,132,30,0,7,7,1,30,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,787
"110710300101","ضبعه","Dab'ah","ضبعه","العاصمة","الجيزة","الجيزة",33023.4,33225000,1107103001,"ضبعة","110710300101","ضبعه",657,654,1311,214,0,6,18,24,3,25,14,39,7,21,21,42,6,127,18,145,23,0,0,0,0,0,0,0,0,0,0,0,0,1561
"110710360101","الزميله","Zmaileh","الزميله","العاصمة","الجيزة","الجيزة",68400.5,119073000,1107103601,"الزميلة","110710360101","الزميله",1319,1372,2691,541,0,6,3,9,0,12,16,28,8,14,14,28,2,436,27,463,59,6,2,8,2,18,3,21,6,0,0,0,0,3248
"110710380101","الخالدية","Alkhaldieh","الخالدية","العاصمة","الجيزة","الجيزة",15655.1,5222820,1107103801,"الخالدية","110710380101","الخالدية",285,315,600,113,0,0,0,0,0,8,12,20,5,0,14,14,2,35,9,44,7,0,3,3,0,0,0,0,0,0,0,0,0,681
"110710390101","الخريم","Khrayyem","الخريم","العاصمة","الجيزة","الجيزة",57922.6,159914000,1107103901,"الخريم","110710390101","الخريم",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110710480101","خان الزبيب","Kan El-Zabib","خان الزبيب","العاصمة","الجيزة","الجيزة",6037.49,1967770,1107104801,"خان الزبيب","110710480101","خان الزبيب",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8
"110710500101","الذرة","Tharah","الذرة","العاصمة","الجيزة","الجيزة",27193.3,33205900,1107105001,"الذرة","110710500101","الذره",27,24,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,57
"110710520101","حمام الطلاق","Hammam El-Tallaq","حمام الطلاق","العاصمة","الجيزة","الجيزة",19979.7,17128900,1107105201,"حمام الطلاق","110710520101","حمام الطلاق",323,296,619,113,0,3,2,5,4,35,30,65,16,7,7,14,5,286,21,307,82,9,18,27,3,0,0,0,0,0,0,0,0,1037
"110710530101","حمام الشموط","Hammam El-Shmoot","حمام الشموط","العاصمة","الجيزة","الجيزة",64820.4,183313000,1107105301,"حمام الشموط","110710530101","حمام الشموط",801,829,1630,324,0,8,4,12,4,212,196,408,73,14,21,35,2,417,22,439,45,0,0,0,0,3,0,3,0,0,0,0,0,2527
"110720110101","ام الرصاص","Um Rsas","ام الرصاص","العاصمة","الجيزة","ام الرصاص",18018.3,11439300,1107201101,"ام الرصاص","110720110101","ام الرصاص",330,309,639,126,0,15,10,25,6,0,0,0,0,0,0,0,0,43,0,43,6,0,0,0,0,3,0,3,0,0,0,0,0,710
"110720120101","الرامة","Ramah","الرامة","العاصمة","الجيزة","ام الرصاص",13199.8,6726780,1107201201,"الرامة","110720120101","الرامة",1114,1026,2140,420,0,0,0,0,0,0,0,0,0,0,0,0,0,141,17,158,17,0,0,0,0,0,0,0,0,0,0,0,0,2298
"110720130101","الرميل","Ramil","الرميل","العاصمة","الجيزة","ام الرصاص",10329.5,5246350,1107201301,"الرميل","110720130101","الرميل",363,426,789,157,0,0,2,2,0,12,12,24,4,0,0,0,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,823
"110720140101","طور الحشاش","Toar Hashash","طور الحشاش","العاصمة","الجيزة","ام الرصاص",9004.21,2652590,1107201401,"طور الحشاش","110720140101","طور الحشاش",252,261,513,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
"110720150101","سالية","Salyeh","سالية","العاصمة","الجيزة","ام الرصاص",15750.3,9546390,1107201501,"سالية","110720150101","سالية",608,580,1188,213,0,0,0,0,0,0,0,0,0,14,7,21,4,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,1215
"110720170101","الدامخي","Damkhi","الدامخي","العاصمة","الجيزة","ام الرصاص",33446.2,40202300,1107201701,"الدامخي","110720170101","الدامخي",777,758,1535,264,0,0,0,0,0,32,20,52,8,0,0,0,0,64,0,64,0,0,0,0,0,15,0,15,8,0,0,0,0,1666
"110720180101","الياهون","Yahoon","الياهون","العاصمة","الجيزة","ام الرصاص",6745.93,1953420,1107201801,"الياهون","110720180101","الياهون",294,296,590,125,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,597
"110720190101","عليان","Elayyan","عليان","العاصمة","الجيزة","ام الرصاص",11280.4,5734080,1107201901,"عليان","110720190101","عليان",163,196,359,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
"110720200101","رجم عقاب","Rojom Aeqab","رجم عقاب","العاصمة","الجيزة","ام الرصاص",19705.8,18644700,1107202001,"رجم عقاب","110720200101","رجم عقاب",306,274,580,104,0,12,6,18,3,0,0,0,0,0,0,0,0,26,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,624
"110720210101","جميل","Jamel","جميل","العاصمة","الجيزة","ام الرصاص",20093.1,19509900,1107202101,"جميل","110720210101","جميل",497,554,1051,186,0,0,2,2,1,4,0,4,0,0,7,7,2,133,8,141,22,0,0,0,0,0,0,0,0,0,0,0,0,1205
"110720220101","الثريا","Thrayya","الثريا","العاصمة","الجيزة","ام الرصاص",22613.9,23980100,1107202201,"الثريا","110720220101","الثريا",14,16,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"110720230101","المشيرفة","Mshairfah","المشيرفة","العاصمة","الجيزة","ام الرصاص",18113.7,15593300,1107202301,"المشيرفة","110720230101","المشيرفة",543,558,1101,204,0,0,0,0,0,3,9,12,3,0,0,0,0,27,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,1140
"110720240101","رجم فهيد","Rojom Fhaid","رجم فهيد","العاصمة","الجيزة","ام الرصاص",17551.7,10132300,1107202401,"رجم فهيد","110720240101","رجم فهيد",176,132,308,63,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,389
"110720250101","ابو حليليفة","Abu Hlaileefah","ابو حليليفة","العاصمة","الجيزة","ام الرصاص",18256.5,10467700,1107202501,"ابو حليليفة","110720250101","ابو حليليفة",310,314,624,116,0,0,5,5,1,0,0,0,0,7,0,7,0,80,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,716
"110720260101","المصيطبة","Msaitbah","المصيطبة","العاصمة","الجيزة","ام الرصاص",37237.2,57067200,1107202601,"المصيطبة","110720260101","المصيطبة",347,389,736,136,0,16,4,20,5,16,20,36,0,0,0,0,0,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,915
"110720270101","(البحيرات (منشية السوارية","Buhairat (Mansheat El-suareah)","(البحيرات (منشية السوارية","العاصمة","الجيزة","ام الرصاص",9827.07,4555790,1107202701,"البحيرات(منشية السواريه)","110720270101","البحيرات(منشية السواريه)",295,264,559,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559
"110810110101","الموقر","Mowaqqar","الموقر","العاصمة","الموقر","الموقر",13524.1,7627910,1108101101,"الموقر","110810110101","الموقر",2535,2594,5129,962,0,127,118,245,56,426,424,850,138,217,133,350,44,349,128,477,78,0,2,2,0,6,0,6,2,0,0,0,0,7059
"110810120101","النقيرة","Naqera","النقيرة","العاصمة","الموقر","الموقر",13788.7,10301000,1108101201,"النقيرة","110810120101","النقيرة",1498,1446,2944,598,0,172,73,245,31,102,84,186,39,0,7,7,1,317,32,349,38,6,8,14,2,24,0,24,3,0,0,0,0,3769
"110810130101","الفيصلية","Feisaliyyeh","الفيصلية","العاصمة","الموقر","الموقر",17044.9,11850300,1108101301,"الفيصلية","110810130101","الفيصلية",4547,4333,8880,1685,0,23,39,62,12,897,902,1799,313,315,287,602,84,498,252,750,93,31,44,75,9,60,45,105,28,0,0,0,0,12273
"110810140101","مغاير مهنا","Maghayer Mhanna","مغاير مهنا","العاصمة","الموقر","الموقر",17074.9,10362800,1108101401,"مغاير مهنا","110810140101","مغاير مهنا",1463,1407,2870,549,0,10,4,14,6,24,28,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936
"110810150101","الذهيبه الشرقيه","Dhaibeh Sharqiyyeh","الذهيبه الشرقيه","العاصمة","الموقر","الموقر",23904.7,17263600,1108101501,"الذهيبة الشرقية","110810150101","الذهيبة الشرقية",2582,2402,4984,1029,0,184,17,201,15,244,199,443,88,28,63,91,13,71,48,119,15,3,6,9,0,3,0,3,2,0,0,0,0,5850
"110810160101","المنشية","Manshiyyeh","المنشية","العاصمة","الموقر","الموقر",17066.5,7589920,1108101601,"المنشية","110810160101","المنشية",1438,1378,2816,543,0,3,0,3,0,115,80,195,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014
"110810170101","ام بطمة","Um Botmah","ام بطمة","العاصمة","الموقر","الموقر",9019.29,3937800,1108101701,"ام بطمة","110810170101","ام بطمة",1708,1701,3409,660,0,59,40,99,22,625,495,1120,216,49,14,63,3,220,77,297,37,12,6,18,4,0,0,0,0,0,0,0,0,5006
"110910220101","بلعاس","Bal'as","بلعاس","العاصمة","ناعور","ناعور",9051.42,3897620,1109102201,"بلعاس","110910220101","بلعاس",970,916,1886,432,0,0,84,84,17,4,28,32,11,84,63,147,22,76,18,94,15,0,0,0,0,0,0,0,0,0,0,0,0,2243
"110910230101","زبود","Zbood","زبود","العاصمة","ناعور","ناعور",13181.5,7795960,1109102301,"زبود","110910230101","زبود",1018,833,1851,374,0,10,14,24,8,72,72,144,35,42,56,98,15,203,8,211,40,3,0,3,2,9,6,15,5,0,0,0,0,2346
"110910240101","ابو نقلة","Abu Naqlah","ابو نقلة","العاصمة","ناعور","ناعور",8284.31,3228650,1109102401,"ابو نقلة","110910240101","ابو نقلة",798,770,1568,312,0,10,91,101,18,20,16,36,11,0,14,14,0,230,16,246,18,12,15,27,3,0,0,0,0,0,0,0,0,1992
"110910250101","العجاجرة","Ajajreh","العجاجرة","العاصمة","ناعور","ناعور",3522.74,630794,1109102501,"العجاجرة","110910250101","العجاجرة",297,291,588,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588
"110910260101","العويلية","Ewailiyyeh","العويلية","العاصمة","ناعور","ناعور",3956.63,655392,1109102601,"العويلية","110910260101","العويلية",285,246,531,109,0,4,2,6,2,8,20,28,4,0,0,0,0,7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,572
"110920110101","ام البساتين","Um El-Basatien","ام البساتين","العاصمة","ناعور","ام البساتين",13442.9,6631510,1109201101,"ام البساتين","110920110101","ام البساتين",3762,3459,7221,1449,0,9,34,43,7,345,339,684,109,35,35,70,10,420,129,549,93,3,0,3,2,3,0,3,3,0,0,0,0,8573
"110930150101","منشية حسبان","Manshiyyet Hesban","منشية حسبان","العاصمة","ناعور","حسبان",3656.83,756329,1109301501,"منشية حسبان","110930150101","منشية حسبان",1035,989,2024,412,0,0,7,7,3,39,51,90,17,0,0,0,0,38,24,62,13,0,0,0,0,0,0,0,0,0,0,0,0,2183
"110930160101","كرمة حسبان","Karmet Hesban","كرمة حسبان","العاصمة","ناعور","حسبان",10944.3,3246160,1109301601,"كرمة حسبان","110930160101","كرمة حسبان",1213,1271,2484,478,0,0,1,1,0,16,20,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521
