المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,CASEWHENNAT_CODE=401THEN'أردني'ELSE'غيرأردني'END,CASEWHENQ88=1THEN'ذكر'ELSE'انثى'END,وزارة الصحة,الخدمات الطبية الملكية,المستشفيات الجامعية,وكالة الغوث,تأمين خاص,خدمة صحية مجانية,خارج الأردن,أخرى
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الطنيب,غير أردني,ذكر,0,0,0,0,52,0,0,22
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,المنارة,أردني,انثى,81,77,7,0,3,2,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,المنارة,أردني,ذكر,67,85,1,0,12,4,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخضراء,أردني,انثى,120,89,0,0,0,7,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخضراء,أردني,ذكر,96,119,0,0,7,7,0,2
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخضراء,غير أردني,انثى,0,0,0,0,0,0,0,16
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخضراء,غير أردني,ذكر,0,0,0,0,0,0,0,24
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الزيتونة,أردني,انثى,97,113,7,0,123,17,2,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الزيتونة,أردني,ذكر,92,154,0,0,148,17,4,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الزيتونة,غير أردني,انثى,0,0,0,0,12,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الشرقية,أردني,انثى,326,150,4,0,95,30,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الشرقية,أردني,ذكر,307,149,10,0,120,19,1,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الشرقية,غير أردني,انثى,0,0,0,0,31,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الشرقية,غير أردني,ذكر,0,0,0,0,52,0,0,16
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الزعفران,أردني,انثى,509,178,3,0,7,37,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الزعفران,أردني,ذكر,473,186,3,0,13,43,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,صوفة,أردني,انثى,57,65,0,0,12,10,0,10
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,صوفة,أردني,ذكر,65,55,7,0,10,6,0,6
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,صوفة,غير أردني,انثى,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,صوفة,غير أردني,ذكر,0,0,0,0,44,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,زويزيا,أردني,انثى,45,12,0,0,0,12,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,زويزيا,أردني,ذكر,46,17,0,0,0,17,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,أم قصير,أردني,انثى,558,538,18,15,70,96,0,8
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,أم قصير,أردني,ذكر,581,589,16,12,103,111,0,9
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,أم قصير,غير أردني,انثى,0,0,0,0,28,0,0,9
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,أم قصير,غير أردني,ذكر,0,0,0,0,104,0,0,8
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,زينب,أردني,انثى,21,132,0,0,0,28,0,2
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,زينب,أردني,ذكر,23,123,2,0,1,23,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الدليله(دليلة المطيرات),أردني,انثى,211,195,0,0,0,15,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الدليله(دليلة المطيرات),أردني,ذكر,226,201,0,0,0,9,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الدليله(دليلة المطيرات),غير أردني,ذكر,0,0,0,0,9,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام رمانه,أردني,انثى,138,32,4,1,17,47,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام رمانه,أردني,ذكر,149,33,5,0,23,48,3,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام رمانه,غير أردني,انثى,0,0,0,0,8,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام رمانه,غير أردني,ذكر,0,0,0,0,25,0,9,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القنيطره,أردني,انثى,100,138,8,0,22,13,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القنيطره,أردني,ذكر,102,132,5,0,41,16,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القنيطره,غير أردني,انثى,0,0,0,0,5,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القنيطره,غير أردني,ذكر,0,0,0,0,121,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الناصرية,أردني,انثى,109,159,3,0,46,12,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الناصرية,أردني,ذكر,111,141,3,0,56,12,0,1
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الشهباء(زباير الوتيري),أردني,انثى,44,53,0,0,0,3,0,2
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الشهباء(زباير الوتيري),أردني,ذكر,63,44,0,0,0,6,0,2
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الشهباء(زباير الوتيري),غير أردني,انثى,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الشهباء(زباير الوتيري),غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,المشتى,أردني,انثى,20,24,0,0,2,2,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,المشتى,أردني,ذكر,27,25,0,0,2,3,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,أردني,انثى,50,57,0,0,44,4,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,أردني,ذكر,43,65,0,0,58,18,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,غير أردني,انثى,0,0,0,0,13,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الغبية,غير أردني,ذكر,0,0,0,0,8,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,السيفية(زباير كنيعان),أردني,انثى,10,4,0,0,0,1,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,السيفية(زباير كنيعان),أردني,ذكر,16,4,0,0,0,3,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الباسلية,أردني,انثى,153,103,2,0,4,6,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الباسلية,أردني,ذكر,154,106,0,0,7,19,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الثمد,أردني,انثى,43,26,0,0,9,1,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الثمد,أردني,ذكر,55,30,0,0,16,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),أردني,انثى,245,75,7,33,45,43,0,9
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),أردني,ذكر,235,68,2,21,58,25,0,11
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),غير أردني,انثى,0,0,0,56,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الصلاحيه(زباير الطوال),غير أردني,ذكر,0,0,0,49,0,0,0,34
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,أردني,انثى,"2,300",315,81,340,469,189,6,142
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,أردني,ذكر,"2,216",286,67,319,548,197,6,137
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,غير أردني,انثى,0,0,0,203,89,0,10,57
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,مخيم الطالبية,غير أردني,ذكر,0,0,14,245,132,0,66,38
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخنان (الندوه),أردني,انثى,9,3,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الخنان (الندوه),أردني,ذكر,12,6,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القناطر,أردني,انثى,43,53,14,0,0,2,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القناطر,أردني,ذكر,47,63,3,0,0,2,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,أردني,انثى,36,13,0,0,6,15,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,أردني,ذكر,30,28,0,0,8,13,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهريج,غير أردني,ذكر,0,0,0,0,27,0,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,أردني,انثى,217,43,8,0,16,75,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,أردني,ذكر,229,52,7,0,18,69,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,غير أردني,انثى,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,ضبعة,ضبعة,ضبعه,غير أردني,ذكر,0,0,0,4,0,0,0,0
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,أردني,انثى,304,422,84,13,61,54,0,71
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,أردني,ذكر,266,394,94,15,50,69,2,43
العاصمة,الجيزة,الجيزة,الزميلة,الزميلة,الزميله,غير أردني,ذكر,0,0,0,0,32,0,0,63
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,أردني,انثى,165,82,0,0,14,5,0,12
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,أردني,ذكر,142,68,0,0,20,6,0,13
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,غير أردني,انثى,0,0,0,3,7,0,0,4
العاصمة,الجيزة,الجيزة,الخالدية,الخالدية,الخالدية,غير أردني,ذكر,0,0,0,0,9,0,0,0
العاصمة,الجيزة,الجيزة,الذرة,الذرة,الذره,أردني,انثى,10,3,4,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الذرة,الذرة,الذره,أردني,ذكر,9,2,3,0,0,4,0,0
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,أردني,انثى,87,128,8,0,6,8,0,13
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,أردني,ذكر,108,112,10,3,7,3,0,22
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,غير أردني,انثى,0,0,0,0,2,0,0,6
العاصمة,الجيزة,الجيزة,حمام الطلاق,حمام الطلاق,حمام الطلاق,غير أردني,ذكر,0,0,0,0,70,0,0,9
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,أردني,انثى,281,364,15,0,2,17,0,1
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,أردني,ذكر,234,348,6,1,7,27,1,1
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,غير أردني,انثى,0,0,0,12,0,0,16,8
العاصمة,الجيزة,الجيزة,حمام الشموط,حمام الشموط,حمام الشموط,غير أردني,ذكر,0,0,0,8,120,0,8,4
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,أردني,انثى,136,131,0,0,10,1,0,1
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,أردني,ذكر,124,140,0,0,21,2,0,0
العاصمة,الجيزة,ام الرصاص,ام الرصاص,ام الرصاص,ام الرصاص,غير أردني,انثى,0,0,0,0,0,0,0,5
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,أردني,انثى,298,437,3,1,25,14,0,2
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,أردني,ذكر,293,496,10,0,23,17,0,4
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,غير أردني,انثى,0,0,0,0,0,0,0,9
العاصمة,الجيزة,ام الرصاص,الرامة,الرامة,الرامة,غير أردني,ذكر,0,0,0,0,0,0,0,27
العاصمة,الجيزة,ام الرصاص,الرميل,الرميل,الرميل,أردني,انثى,211,189,0,0,0,3,0,0
العاصمة,الجيزة,ام الرصاص,الرميل,الرميل,الرميل,أردني,ذكر,165,159,6,0,2,1,0,0
العاصمة,الجيزة,ام الرصاص,طور الحشاش,طور الحشاش,طور الحشاش,أردني,انثى,52,180,0,0,0,0,0,2
العاصمة,الجيزة,ام الرصاص,طور الحشاش,طور الحشاش,طور الحشاش,أردني,ذكر,44,155,1,0,2,2,0,0
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,أردني,انثى,205,173,4,0,19,23,0,7
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,أردني,ذكر,229,184,2,0,30,19,0,7
العاصمة,الجيزة,ام الرصاص,سالية,سالية,سالية,غير أردني,انثى,0,0,0,0,0,0,0,7
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,أردني,انثى,134,244,4,0,27,43,0,38
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,أردني,ذكر,152,233,5,0,44,41,0,51
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,غير أردني,انثى,0,0,0,0,16,0,0,0
العاصمة,الجيزة,ام الرصاص,الدامخي,الدامخي,الدامخي,غير أردني,ذكر,0,0,0,0,8,0,15,0
العاصمة,الجيزة,ام الرصاص,الياهون,الياهون,الياهون,أردني,انثى,95,123,0,0,3,18,0,0
العاصمة,الجيزة,ام الرصاص,الياهون,الياهون,الياهون,أردني,ذكر,63,149,0,0,11,13,0,0
العاصمة,الجيزة,ام الرصاص,عليان,عليان,عليان,أردني,انثى,57,98,4,0,0,3,0,0
العاصمة,الجيزة,ام الرصاص,عليان,عليان,عليان,أردني,ذكر,33,101,1,0,0,2,0,0
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,أردني,انثى,84,153,0,0,0,1,0,6
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,أردني,ذكر,113,151,2,0,2,0,0,3
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,غير أردني,انثى,0,0,0,0,6,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم عقاب,رجم عقاب,رجم عقاب,غير أردني,ذكر,0,0,0,0,20,0,18,0
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,أردني,انثى,120,217,7,1,7,18,0,103
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,أردني,ذكر,94,199,3,0,4,10,0,79
العاصمة,الجيزة,ام الرصاص,جميل,جميل,جميل,غير أردني,انثى,0,0,0,0,0,0,0,7
العاصمة,الجيزة,ام الرصاص,الثريا,الثريا,الثريا,أردني,انثى,3,0,0,0,0,3,0,0
العاصمة,الجيزة,ام الرصاص,الثريا,الثريا,الثريا,أردني,ذكر,5,0,0,0,0,2,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,أردني,انثى,286,247,4,0,4,0,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,أردني,ذكر,236,275,2,0,9,2,0,0
العاصمة,الجيزة,ام الرصاص,المشيرفة,المشيرفة,المشيرفة,غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,الجيزة,ام الرصاص,رجم فهيد,رجم فهيد,رجم فهيد,أردني,انثى,47,63,0,0,1,2,0,0
العاصمة,الجيزة,ام الرصاص,رجم فهيد,رجم فهيد,رجم فهيد,أردني,ذكر,67,85,0,0,1,1,0,0
العاصمة,الجيزة,ام الرصاص,رجم فهيد,رجم فهيد,رجم فهيد,غير أردني,ذكر,0,0,0,0,0,0,0,81
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,أردني,انثى,101,142,14,0,14,8,0,2
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,أردني,ذكر,65,156,21,0,13,10,0,2
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,غير أردني,انثى,0,0,0,0,0,0,0,5
العاصمة,الجيزة,ام الرصاص,ابو حليليفة,ابو حليليفة,ابو حليليفة,غير أردني,ذكر,0,0,0,0,7,0,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,أردني,انثى,161,104,9,0,16,11,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,أردني,ذكر,125,121,12,0,24,8,0,0
العاصمة,الجيزة,ام الرصاص,المصيطبة,المصيطبة,المصيطبة,غير أردني,ذكر,0,0,0,0,56,0,0,0
العاصمة,الجيزة,ام الرصاص,البحيرات(منشية السواريه),البحيرات(منشية السواريه),البحيرات(منشية السواريه),أردني,انثى,131,78,5,0,5,7,0,0
العاصمة,الجيزة,ام الرصاص,البحيرات(منشية السواريه),البحيرات(منشية السواريه),البحيرات(منشية السواريه),أردني,ذكر,123,94,12,0,3,7,0,0
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,أردني,انثى,"1,194",629,1,4,66,90,0,35
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,أردني,ذكر,"1,088",566,3,3,89,118,2,23
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,غير أردني,انثى,0,0,0,0,4,0,10,55
العاصمة,الموقر,الموقر,الموقر,الموقر,الموقر,غير أردني,ذكر,0,0,0,0,32,0,7,82
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,أردني,انثى,369,722,51,5,4,30,0,12
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,أردني,ذكر,358,750,41,4,21,54,1,24
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,غير أردني,انثى,0,0,0,6,0,0,0,11
العاصمة,الموقر,الموقر,النقيرة,النقيرة,النقيرة,غير أردني,ذكر,0,0,0,9,32,0,0,9
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,أردني,انثى,898,"2,472",17,1,96,118,0,18
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,أردني,ذكر,818,"2,544",47,0,123,170,0,8
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,غير أردني,انثى,0,0,0,0,25,0,0,24
العاصمة,الموقر,الموقر,الفيصلية,الفيصلية,الفيصلية,غير أردني,ذكر,0,0,0,0,101,0,28,71
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,أردني,انثى,287,951,2,4,18,18,1,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,أردني,ذكر,254,"1,040",0,2,22,18,5,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,غير أردني,انثى,0,0,0,0,2,0,0,0
العاصمة,الموقر,الموقر,مغاير مهنا,مغاير مهنا,مغاير مهنا,غير أردني,ذكر,0,0,0,0,10,0,0,0
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,أردني,انثى,763,"1,308",14,0,36,44,0,14
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,أردني,ذكر,804,"1,429",5,0,61,39,0,24
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,غير أردني,انثى,0,0,0,0,3,0,4,9
العاصمة,الموقر,الموقر,الذهيبة الشرقية,الذهيبة الشرقية,الذهيبة الشرقية,غير أردني,ذكر,0,0,0,0,9,0,22,0
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,أردني,انثى,360,602,12,0,41,43,2,1
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,أردني,ذكر,355,641,23,0,54,40,4,1
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,غير أردني,انثى,0,0,0,0,4,0,0,0
العاصمة,الموقر,الموقر,المنشية,المنشية,المنشية,غير أردني,ذكر,0,0,0,0,16,0,0,0
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,أردني,انثى,429,912,5,4,8,51,0,42
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,أردني,ذكر,398,931,31,5,13,43,0,48
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,غير أردني,انثى,0,0,0,40,0,0,0,18
العاصمة,الموقر,الموقر,ام بطمة,ام بطمة,ام بطمة,غير أردني,ذكر,0,0,0,80,0,0,0,30
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,أردني,انثى,257,277,21,0,34,37,0,3
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,أردني,ذكر,233,320,17,0,47,42,2,0
العاصمة,الموقر,الموقر,الحاتمية,الحاتمية,الحاتمية,غير أردني,ذكر,0,0,6,0,98,0,0,238
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,أردني,انثى,69,25,0,0,0,31,0,0
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,أردني,ذكر,125,33,0,0,0,21,0,0
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,غير أردني,انثى,0,0,0,0,0,0,0,14
العاصمة,الموقر,الموقر,غزالة,غزالة,غزالة,غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,روضة الحسين النموذجية,روضة الحسين النموذجية,روضة الحسين النموذجية,أردني,انثى,0,0,0,0,1,0,0,0
العاصمة,الموقر,الموقر,روضة الحسين النموذجية,روضة الحسين النموذجية,روضة الحسين النموذجية,أردني,ذكر,0,0,0,0,7,1,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,أردني,انثى,26,20,0,0,24,8,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,أردني,ذكر,19,28,0,0,20,19,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,غير أردني,انثى,0,0,0,0,7,0,0,0
العاصمة,الموقر,الموقر,الحنيفية,الحنيفية,الحنيفية,غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),أردني,انثى,18,25,0,0,1,1,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),أردني,ذكر,13,17,0,0,0,1,0,0
العاصمة,الموقر,الموقر,الفالج(الرابية),الفالج(الرابية),الفالج(الرابية),غير أردني,ذكر,0,0,0,0,9,0,0,0
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,أردني,انثى,165,353,15,0,21,5,0,1
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,أردني,ذكر,125,325,27,0,20,14,0,0
العاصمة,الموقر,الموقر,الزميلات,الزميلات,الزميلات,غير أردني,ذكر,0,0,0,0,14,0,0,16
العاصمة,الموقر,الموقر,المطبة (المصطبه),المطبة (المصطبه),المطبة (المصطبه),أردني,انثى,45,21,0,0,0,0,0,0
العاصمة,الموقر,الموقر,المطبة (المصطبه),المطبة (المصطبه),المطبة (المصطبه),أردني,ذكر,48,27,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,أردني,انثى,16,23,0,0,3,4,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,أردني,ذكر,15,21,0,0,9,8,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,غير أردني,انثى,0,0,0,0,0,0,0,0
العاصمة,الموقر,الموقر,الجناب,الجناب,الجناب,غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,أردني,انثى,"1,021","1,563",22,11,146,180,4,61
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,أردني,ذكر,928,"1,540",51,14,196,189,3,52
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,غير أردني,انثى,0,0,7,2,16,0,90,56
العاصمة,الموقر,رجم الشامي,رجم الشامي الغربي,رجم الشامي الغربي,رجم الشامي الغربي,غير أردني,ذكر,0,0,0,8,72,0,101,21
العاصمة,الموقر,رجم الشامي,سالم,سالم,سالم,أردني,انثى,898,719,41,22,352,309,3,32
العاصمة,الموقر,رجم الشامي,سالم,سالم,سالم,أردني,ذكر,889,763,45,23,392,366,1,39
العاصمة,الموقر,رجم الشامي,سالم,سالم,سالم,غير أردني,انثى,0,0,0,49,56,0,0,90
العاصمة,الموقر,رجم الشامي,سالم,سالم,سالم,غير أردني,ذكر,0,0,0,21,63,0,0,50
العاصمة,الموقر,رجم الشامي,الهاشمية,الهاشمية,الهاشمية,أردني,انثى,85,83,1,1,24,7,0,12
العاصمة,الموقر,رجم الشامي,الهاشمية,الهاشمية,الهاشمية,أردني,ذكر,88,91,1,4,14,4,2,8
العاصمة,الموقر,رجم الشامي,الهاشمية,الهاشمية,الهاشمية,غير أردني,انثى,0,0,0,0,2,0,0,7
العاصمة,الموقر,رجم الشامي,الهاشمية,الهاشمية,الهاشمية,غير أردني,ذكر,0,0,0,0,0,0,0,0
العاصمة,الموقر,رجم الشامي,رجم الشامي الشرقي,رجم الشامي الشرقي,رجم الشامي الشرقي,أردني,انثى,335,583,8,1,27,81,2,4
العاصمة,الموقر,رجم الشامي,رجم الشامي الشرقي,رجم الشامي الشرقي,رجم الشامي الشرقي,أردني,ذكر,362,580,5,0,35,68,3,2
العاصمة,الموقر,رجم الشامي,رجم الشامي الشرقي,رجم الشامي الشرقي,رجم الشامي الشرقي,غير أردني,انثى,0,0,0,0,14,0,0,5
العاصمة,الموقر,رجم الشامي,رجم الشامي الشرقي,رجم الشامي الشرقي,رجم الشامي الشرقي,غير أردني,ذكر,0,0,0,0,14,0,0,21
العاصمة,الموقر,رجم الشامي,الذهيبة الغربية,الذهيبة الغربية,الذهيبة الغربية,أردني,انثى,550,"1,279",7,1,139,94,0,15
العاصمة,الموقر,رجم الشامي,الذهيبة الغربية,الذهيبة الغربية,الذهيبة الغربية,أردني,ذكر,533,"1,339",13,0,176,99,2,16
العاصمة,الموقر,رجم الشامي,الذهيبة الغربية,الذهيبة الغربية,الذهيبة الغربية,غير أردني,انثى,0,0,0,0,0,0,16,0
العاصمة,الموقر,رجم الشامي,الذهيبة الغربية,الذهيبة الغربية,الذهيبة الغربية,غير أردني,ذكر,0,0,0,0,35,0,16,16
العاصمة,الموقر,رجم الشامي,اللسين,اللسين,اللسين,أردني,انثى,115,112,1,0,0,30,0,0
