المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,CASEWHENNAT_CODE=401THEN'أردني'ELSE'غيرأردني'END,CASEWHENQ88=1THEN'ذكر'ELSE'انثى'END,وزارة الصحة,الخدمات الطبية الملكية,المستشفيات الجامعية,وكالة الغوث,تأمين خاص,خدمة صحية مجانية,خارج الأردن,أخرى
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,ابن عوف,أردني,ذكر,416,163,105,3,501,83,41,19
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,ابن عوف,غير أردني,انثى,0,0,35,0,151,0,35,23
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,ابن عوف,غير أردني,ذكر,0,0,46,0,119,0,25,32
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,البلدية,أردني,انثى,748,251,213,24,841,144,16,57
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,البلدية,أردني,ذكر,672,259,229,15,879,157,48,52
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,البلدية,غير أردني,انثى,0,0,467,21,530,0,166,165
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,البلدية,غير أردني,ذكر,0,0,"1,380",47,858,0,320,586
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,قطنة,أردني,انثى,"1,604",697,240,25,"1,790",379,8,57
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,قطنة,أردني,ذكر,"1,434",638,228,26,"1,836",399,41,60
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,قطنة,غير أردني,انثى,0,0,37,6,468,0,14,120
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,قطنة,غير أردني,ذكر,0,0,89,3,750,0,17,153
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الرشيد,أردني,انثى,"2,276",685,382,42,"2,634",447,49,147
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الرشيد,أردني,ذكر,"1,924",664,363,32,"2,704",477,76,132
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الرشيد,غير أردني,انثى,0,0,152,49,"1,039",0,112,218
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الرشيد,غير أردني,ذكر,0,0,420,60,"1,042",0,132,137
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الصديق,أردني,انثى,"1,047",345,312,7,"1,648",298,26,181
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الصديق,أردني,ذكر,926,328,285,7,"1,602",292,74,154
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الصديق,غير أردني,انثى,0,0,36,14,362,0,77,118
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الصديق,غير أردني,ذكر,0,0,31,18,308,0,95,102
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الجامعة,أردني,انثى,"1,161",420,576,26,"1,985",247,68,49
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الجامعة,أردني,ذكر,"1,022",400,552,24,"1,977",317,138,43
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الجامعة,غير أردني,انثى,0,0,287,13,976,0,185,167
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الجامعة,غير أردني,ذكر,0,0,687,17,930,0,167,206
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الكلية الإسلامية,أردني,انثى,610,193,224,4,998,194,50,59
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الكلية الإسلامية,أردني,ذكر,519,187,206,8,995,219,75,48
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الكلية الإسلامية,غير أردني,انثى,0,0,34,11,226,0,42,64
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الكلية الإسلامية,غير أردني,ذكر,0,0,59,0,244,0,99,106
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,المنصور,أردني,انثى,190,79,122,1,364,71,6,12
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,المنصور,أردني,ذكر,172,76,124,3,393,90,16,9
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,المنصور,غير أردني,انثى,0,0,14,0,43,0,1,9
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,المنصور,غير أردني,ذكر,0,0,28,0,51,0,6,8
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الريان,أردني,انثى,980,490,356,23,"1,275",270,42,55
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الريان,أردني,ذكر,882,480,387,23,"1,412",280,69,48
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الريان,غير أردني,انثى,0,0,95,22,439,0,64,106
العاصمة,الجامعة,الجامعة,الجبيهة,الجبيهة,الريان,غير أردني,ذكر,0,0,200,20,447,0,78,109
العاصمة,الجامعة,الجامعة,صويلح,صويلح,ميسلون,أردني,انثى,830,633,127,8,599,205,17,42
العاصمة,الجامعة,الجامعة,صويلح,صويلح,ميسلون,أردني,ذكر,739,620,103,5,693,253,43,49
العاصمة,الجامعة,الجامعة,صويلح,صويلح,ميسلون,غير أردني,انثى,0,0,19,12,66,0,24,64
العاصمة,الجامعة,الجامعة,صويلح,صويلح,ميسلون,غير أردني,ذكر,0,0,14,11,99,0,24,66
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الرحمانية,أردني,انثى,805,432,164,6,"1,086",247,62,79
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الرحمانية,أردني,ذكر,711,423,125,3,"1,095",222,95,81
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الرحمانية,غير أردني,انثى,0,0,23,0,380,0,21,71
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الرحمانية,غير أردني,ذكر,0,0,0,7,256,0,18,23
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحي الشرقي,أردني,انثى,"1,663",603,416,62,965,455,15,83
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحي الشرقي,أردني,ذكر,"1,552",711,360,57,"1,123",481,29,67
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحي الشرقي,غير أردني,انثى,0,0,128,134,295,0,14,217
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحي الشرقي,غير أردني,ذكر,0,0,212,165,445,0,259,469
العاصمة,الجامعة,الجامعة,صويلح,صويلح,البشائر,أردني,انثى,813,449,158,12,"1,132",208,42,31
العاصمة,الجامعة,الجامعة,صويلح,صويلح,البشائر,أردني,ذكر,651,443,168,13,"1,226",216,82,30
العاصمة,الجامعة,الجامعة,صويلح,صويلح,البشائر,غير أردني,انثى,0,0,72,10,536,0,35,92
العاصمة,الجامعة,الجامعة,صويلح,صويلح,البشائر,غير أردني,ذكر,0,0,115,2,687,0,32,72
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الكمالية,أردني,انثى,"2,046","1,251",355,24,"1,118",445,19,67
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الكمالية,أردني,ذكر,"1,765","1,255",326,36,"1,222",487,44,42
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الكمالية,غير أردني,انثى,0,0,35,16,236,0,19,117
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الكمالية,غير أردني,ذكر,0,0,156,28,354,0,12,133
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,أردني,انثى,"1,708",652,378,25,"1,204",405,31,31
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,أردني,ذكر,"1,412",687,419,24,"1,327",375,62,32
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,غير أردني,انثى,0,0,463,7,352,0,8,134
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,غير أردني,ذكر,0,0,"1,430",7,304,0,0,131
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,أردني,انثى,15,8,0,0,40,2,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,أردني,ذكر,14,6,1,0,40,3,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,غير أردني,انثى,0,0,0,0,19,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,أردني,انثى,38,27,15,6,105,18,1,2
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,أردني,ذكر,26,37,11,5,105,13,1,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,غير أردني,انثى,0,0,0,0,12,0,2,12
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,غير أردني,ذكر,0,0,0,0,6,0,0,6
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,أردني,انثى,25,14,4,0,120,13,4,44
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,أردني,ذكر,18,20,4,0,141,13,4,33
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,غير أردني,انثى,0,0,0,0,145,0,0,95
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,غير أردني,ذكر,0,0,0,0,47,0,0,18
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,أردني,انثى,123,263,31,2,146,32,4,3
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,أردني,ذكر,126,271,34,0,148,46,13,9
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,غير أردني,انثى,0,0,0,6,83,0,15,26
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,غير أردني,ذكر,0,0,4,6,111,0,16,40
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,أردني,انثى,862,274,102,6,"1,571",148,52,92
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,أردني,ذكر,662,212,87,2,"1,420",154,86,103
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,غير أردني,انثى,0,0,26,15,837,0,93,93
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,غير أردني,ذكر,0,0,45,32,562,0,111,170
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,أردني,انثى,248,189,46,0,545,70,5,45
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,أردني,ذكر,210,202,45,0,510,93,23,51
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,غير أردني,انثى,0,0,37,2,262,0,38,138
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,غير أردني,ذكر,0,0,22,2,144,0,81,68
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,أردني,انثى,859,439,186,12,"2,325",258,26,98
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,أردني,ذكر,734,425,152,8,"2,333",284,51,108
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,غير أردني,انثى,0,0,20,0,806,0,72,185
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,غير أردني,ذكر,0,0,42,7,587,0,112,147
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,أردني,انثى,"1,712",864,347,15,"2,669",420,111,197
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,أردني,ذكر,"1,407",799,345,3,"2,641",482,150,173
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,غير أردني,انثى,0,0,108,65,"1,204",0,216,250
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,غير أردني,ذكر,0,0,171,48,"1,109",0,329,211
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,أردني,انثى,727,283,143,16,"1,708",223,47,132
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,أردني,ذكر,587,260,188,9,"1,678",219,60,117
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,غير أردني,انثى,0,0,72,29,691,0,118,187
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,غير أردني,ذكر,0,0,158,19,635,0,135,91
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,أردني,انثى,"1,543",719,483,24,"2,548",536,58,131
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,أردني,ذكر,"1,411",705,450,18,"2,683",550,86,135
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,غير أردني,انثى,0,0,"1,150",63,"1,024",0,192,293
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,غير أردني,ذكر,0,0,"1,311",61,"1,373",0,256,383
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,أردني,انثى,"1,681",531,306,20,"2,464",393,113,218
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,أردني,ذكر,"1,468",477,278,12,"2,475",371,225,197
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,غير أردني,انثى,0,0,134,129,978,0,263,292
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,غير أردني,ذكر,0,0,214,135,833,0,282,235
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,أردني,انثى,446,300,90,1,"1,531",136,34,21
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,أردني,ذكر,383,269,95,3,"1,450",126,57,18
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,غير أردني,انثى,0,0,25,6,616,0,68,84
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,غير أردني,ذكر,0,0,46,18,512,0,116,33
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,أردني,انثى,"1,682","1,669",176,20,675,221,9,52
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,أردني,ذكر,"1,391","1,711",169,15,730,296,31,54
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,غير أردني,انثى,0,0,11,6,76,0,66,101
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,غير أردني,ذكر,0,0,16,6,63,0,94,48
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,أردني,انثى,"1,253",957,111,12,469,125,6,18
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,أردني,ذكر,"1,008",833,121,10,584,133,35,19
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,غير أردني,انثى,0,0,20,2,62,0,6,57
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,غير أردني,ذكر,0,0,34,4,94,0,37,47
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,أردني,انثى,"1,640","1,215",204,3,792,305,27,17
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,أردني,ذكر,"1,435","1,189",169,1,873,315,46,30
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,غير أردني,انثى,0,0,31,36,156,0,17,120
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,غير أردني,ذكر,0,0,49,11,172,0,37,150
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,أردني,انثى,626,466,99,4,322,69,2,6
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,أردني,ذكر,620,378,65,0,401,84,17,13
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,غير أردني,انثى,0,0,9,37,117,0,9,9
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,غير أردني,ذكر,0,0,334,40,87,0,16,36
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,أردني,انثى,"1,118",790,77,10,543,158,13,36
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,أردني,ذكر,958,713,58,10,633,153,42,42
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,غير أردني,انثى,0,0,0,16,55,0,25,78
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,غير أردني,ذكر,0,0,20,8,35,0,82,72
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,أردني,انثى,263,333,44,12,269,77,10,16
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,أردني,ذكر,277,341,48,14,326,56,19,15
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,غير أردني,انثى,0,0,16,9,43,0,4,24
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,غير أردني,ذكر,0,0,3,9,7,0,17,21
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,أردني,انثى,662,605,145,11,399,141,41,4
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,أردني,ذكر,736,596,239,6,408,171,71,4
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,غير أردني,انثى,0,0,111,4,93,0,7,79
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,غير أردني,ذكر,0,0,647,0,246,0,33,47
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,أردني,انثى,184,365,27,2,99,77,1,41
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,أردني,ذكر,160,308,25,1,115,60,10,39
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,غير أردني,انثى,0,0,0,0,3,0,0,7
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,أردني,انثى,812,854,190,1,462,185,29,12
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,أردني,ذكر,732,921,200,4,496,198,56,9
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,غير أردني,انثى,0,0,23,0,118,0,16,41
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,غير أردني,ذكر,0,0,41,0,742,0,2,72
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ياجوز,أردني,انثى,320,252,93,23,445,97,20,2
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ياجوز,أردني,ذكر,276,254,71,24,516,128,33,3
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ياجوز,غير أردني,انثى,0,0,0,0,103,0,7,36
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ياجوز,غير أردني,ذكر,0,0,14,0,99,0,40,9
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,مرج الفرس,أردني,انثى,231,212,18,0,61,59,9,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,مرج الفرس,أردني,ذكر,259,198,21,0,74,67,13,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,مرج الفرس,غير أردني,انثى,0,0,0,0,5,0,0,4
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,مرج الفرس,غير أردني,ذكر,0,0,0,0,11,0,7,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,أردني,انثى,217,187,7,0,47,27,4,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,أردني,ذكر,212,197,4,0,68,21,5,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,غير أردني,انثى,0,0,0,0,111,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام بلانة,غير أردني,ذكر,0,0,0,0,651,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,أردني,انثى,666,575,104,4,558,160,15,13
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,أردني,ذكر,690,600,86,6,609,192,40,14
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,غير أردني,انثى,0,0,15,8,94,0,84,45
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,طاب كراع,غير أردني,ذكر,0,0,32,2,111,0,111,21
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,أردني,انثى,148,292,51,0,123,31,6,1
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,أردني,ذكر,159,259,37,1,134,41,11,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,غير أردني,انثى,0,0,12,28,9,0,0,2
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الموحدين,غير أردني,ذكر,0,0,0,14,15,0,0,16
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,أردني,انثى,140,115,311,1,243,63,4,3
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,أردني,ذكر,142,127,275,2,307,71,7,3
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,غير أردني,انثى,0,0,15,0,64,0,2,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,القصبات,غير أردني,ذكر,0,0,9,0,233,0,0,3
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,أردني,انثى,90,285,11,0,20,13,0,1
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,أردني,ذكر,94,281,6,0,24,21,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,غير أردني,انثى,0,0,0,0,0,0,0,7
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام العروق,غير أردني,ذكر,0,0,0,0,0,0,0,14
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,أردني,انثى,504,279,120,1,598,139,46,13
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,أردني,ذكر,462,249,122,0,649,155,68,13
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,غير أردني,انثى,0,0,16,12,83,0,2,50
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,أم حجير,غير أردني,ذكر,0,0,26,19,68,0,0,18
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,أردني,انثى,151,115,38,15,120,71,2,3
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,أردني,ذكر,136,99,34,5,106,60,11,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,غير أردني,انثى,0,0,0,0,35,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,عيون الذيب,غير أردني,ذكر,0,0,0,0,29,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,أردني,انثى,167,199,28,0,99,44,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,أردني,ذكر,169,198,33,0,110,24,4,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,غير أردني,انثى,0,0,0,0,28,0,0,5
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الغربي,غير أردني,ذكر,0,0,0,0,19,0,0,14
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الشرقي,أردني,انثى,50,11,0,0,2,8,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الكوم الشرقي,أردني,ذكر,52,14,0,0,2,5,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,أردني,انثى,897,492,108,25,878,216,24,15
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,أردني,ذكر,778,439,148,20,"1,030",217,55,20
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,غير أردني,انثى,0,0,0,21,163,0,11,74
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,الأمير حمزة,غير أردني,ذكر,0,0,3,28,164,0,3,8
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام شطيرات,أردني,انثى,7,8,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام شطيرات,أردني,ذكر,15,4,0,0,2,1,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ام شطيرات,غير أردني,ذكر,0,0,0,0,9,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,غير مسمى,أردني,انثى,60,2,7,0,16,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,غير مسمى,أردني,ذكر,44,2,11,0,16,6,1,0
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,أردني,انثى,"1,807",957,286,26,"3,593",370,103,97
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,أردني,ذكر,"1,472",822,239,24,"3,608",381,219,97
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,غير أردني,انثى,0,0,126,79,"1,906",0,248,375
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الروابي,غير أردني,ذكر,0,0,146,64,"2,035",0,351,230
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,أردني,انثى,394,154,50,3,"1,094",89,29,46
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,أردني,ذكر,332,121,39,3,"1,098",106,46,34
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,غير أردني,انثى,0,0,7,2,848,0,115,175
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الصويفية,غير أردني,ذكر,0,0,29,1,554,0,121,165
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,أردني,انثى,"1,476",956,169,19,"1,464",294,32,62
العاصمة,وادي السير,وادي السير,وادي السير,وادي السير,الجندويل,أردني,ذكر,"1,374",924,151,12,"1,541",304,74,50
